SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																																				
#																																							
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus														
Call Lightning Storm				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Electricity	CLASSES:Druid=5	COMPS:V, S	CASTTIME:1 round	RANGE:Long	TARGETAREA:One or more 30-ft-long vertical lines of lightning.	DURATION:1 minute/level	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:This spell functions like call lightning, except that each bolt deals 5d6 points of electricity damage (or 5d10 if created outdoors in a stormy area), and you may call a maximum of 15 bolts.	SOURCEPAGE:PHB																						
Calm Animals				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Druid=1|Ranger=1	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Animals within 30 ft of each other.	DURATION:1 minute/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:This spell soothes and quiets animals, rendering them docile and harmless.	SOURCEPAGE:PHB																						
Calm Emotions				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=2|Cleric=2	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Creatures in a 20-ft-radius spread.	DURATION:Concentration, up to 1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell calms agitated creatures.	SOURCEPAGE:PHB																						
Cat's Grace				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Bard=2|Druid=2|Ranger=2|Sorcerer=2|Wizard=2	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:The transmuted creature becomes more graceful, agile, and coordinated. Material Component: A pinch of cat fur.	SOURCEPAGE:PHB						TEMPDESC:Grants Dex bonus.	TEMPBONUS:ANYPC|STAT|DEX|4|TYPE=Enhancement															
Cat's Grace (Mass)	OUTPUTNAME:Cat's Grace, Mass			TYPE:Spell	SCHOOL:Transmutation			CLASSES:Bard=6|Druid=6|Sorcerer=6|Wizard=6	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which can be more than 30 ft apart.	DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:This spell functions like cat's grace, except that it affects multiple creatures.	SOURCEPAGE:PHB						TEMPDESC:Grants Dex bonus.	TEMPBONUS:ANYPC|STAT|DEX|4|TYPE=Enhancement															
Cause Fear				TYPE:Spell	SCHOOL:Necromancy		DESCRIPTOR:Fear|Mind-Affecting	CLASSES:Bard=1|Cleric=1|Sorcerer=1|Wizard=1	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature with 5 or fewer HD.	DURATION:1d4 rounds or 1 round; see text	SAVEINFO:Will partial	SPELLRES:Yes	DESC:The affected creature becomes frightened.	SOURCEPAGE:PHB																						
Chain Lightning				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Electricity	CLASSES:Sorcerer=6|Wizard=6	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:One primary target, plus one secondary target/level (each of which must be within 30 ft. of the primary target)	DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:This spell creates an electrical discharge that begins as a single stroke commencing from your fingertips. Focus: A bit of fur; a piece of amber, glass, or a crystal rod; plus one silver pin for each of your caster levels.	SOURCEPAGE:PHB																						
Changestaff				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Druid=7	COMPS:V, S, F	CASTTIME:1 round	RANGE:Touch	TARGETAREA:Your touched staff.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You change a specially prepared quarterstaff into a Huge treantlike creature, about 24 feet tall. Focus: The quarterstaff, which must be specially prepared. The staff must be a sound limb cut from an ash, oak, or yew, then cured, shaped, carved, and polished (a process requiring twenty-eight days). You cannot adventure or engage in other strenuous activity during the shaping and carving of the staff.	SOURCEPAGE:PHB																						
Chaos Hammer				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Chaotic		COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:20-ft-radius burst	DURATION:Instantaneous (1d6 rounds); see text	SAVEINFO:Will partial; see text	SPELLRES:Yes	DESC:You unleash chaotic power to smite your enemies.	SOURCEPAGE:PHB																						
Charm Animal				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Charm	DESCRIPTOR:Mind-Affecting	CLASSES:Druid=1|Ranger=1	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One animal.	DURATION:1 hour/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell functions like charm person, except that it affects a creature of the animal type.	SOURCEPAGE:PHB																						
Charm Monster				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Charm	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=3|Sorcerer=4|Wizard=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature.	DURATION:1 day/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell functions like charm person, except that the effect is not restricted by creature type or size.	SOURCEPAGE:PHB																						
Charm Monster (Mass)	OUTPUTNAME:Charm Monster, Mass			TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Charm	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=3|Sorcerer=4|Wizard=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature.	DURATION:1 day/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell functions like charm monster, except that mass charm monster affects a number of creatures whose combined HD do not exceed twice your level, or at least one creature regardless of HD.	SOURCEPAGE:PHB																						
Charm Person				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Charm	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=1|Sorcerer=1|Wizard=1	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One humanoid creature.	DURATION:1 hour/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This charm makes a humanoid creature regard you as its trusted friend and ally (treat the target's attitude as friendly; see Influencing NPC Attitudes, page 72).	SOURCEPAGE:PHB																						
Chill Metal				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Cold	CLASSES:Druid=2	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Metal equipment of one creature per two levels, no two of which can be more than 30 ft. apart; or 25 lb. Of metal/level, none of which can be more than 30 ft. away from any of the rest	DURATION:7 rounds	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:Chill metal makes metal extremely cold.	SOURCEPAGE:PHB																						
Chill Touch				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Sorcerer=1|Wizard=1	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature or creatures touched up to one/level.	DURATION:Instantaneous	SAVEINFO:Fortitude partial or Will negates; see text	SPELLRES:Yes	DESC:A touch from your hand, which glows with blue energy, disrupts the life force of living creatures.	SOURCEPAGE:PHB																						
Circle of Death				TYPE:Spell	SCHOOL:Necromancy		DESCRIPTOR:Death	CLASSES:Sorcerer=6|Wizard=6	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Several living creatures within a 40-ft-radius burst.	DURATION:Instantaneous	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:A circle of death snuffs out the life force of living creatures, killing them instantly. Material Component: The powder of a crushed black pearl with a minimum value of 500 gp.	SOURCEPAGE:PHB		COST:500																				
Clairaudience/Clairvoyance				TYPE:Spell	SCHOOL:Divination	SUBSCHOOL:Scrying		CLASSES:Bard=3|Sorcerer=3|Wizard=3	COMPS:V, S, F/DF	CASTTIME:10 minutes	RANGE:Long	TARGETAREA:Magical sensor.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Clairaudience/clairvoyance creates an invisible magical sensor at a specific location that enables you to hear or see (your choice) almost as if you were there. Arcane Focus: A small horn (for hearing) or a glass eye (for seeing).	SOURCEPAGE:PHB																						
Cloak of Chaos				TYPE:Spell	SCHOOL:Abjuration		DESCRIPTOR:Chaotic	CLASSES:Cleric=8	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:20-ft.	TARGETAREA:One creature/level in a 20-ft-radius burst centered on you.	DURATION:1 round/level	SAVEINFO:See text (harmless)	SPELLRES:Yes	DESC:A random pattern of color surrounds the subjects, protecting them from attacks, granting them resistance to spells cast by lawful creatures, and causing lawful creatures that strike the subjects to become confused. Focus: A tiny reliquary containing some sacred relic, such as a scrap of parchment from a chaotic text. The reliquary costs at least 500 gp.	SOURCEPAGE:PHB						TEMPBONUS:ANYPC|VAR|SpellCloakOfChaos|1	TEMPBONUS:ANYPC|SAVE|ALL|4|TYPE=Resistance	TEMPBONUS:ANYPC|COMBAT|AC|4|TYPE=Deflection														
Clone				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S, M, F	CASTTIME:10 minutes	RANGE:0-ft.	TARGETAREA:One clone.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:This spell makes an inert duplicate of a creature. Material Component: The piece of flesh and various laboratory supplies (cost 1,000 gp). Focus: Special laboratory equipment (cost 500 gp).	SOURCEPAGE:PHB		COST:1500																				
Cloudkill				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation		CLASSES:Sorcerer=5|Wizard=5	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Cloud spreads in 20-ft radius, 20-ft high.	DURATION:1 minute/level	SAVEINFO:Fortitude partial; see text	SPELLRES:No	DESC:This spell generates a bank of fog, similar to a fog cloud, except that its vapors are yellowish green and poisonous.	SOURCEPAGE:PHB																						
Color Spray				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Pattern	DESCRIPTOR:Mind-Affecting	CLASSES:Sorcerer=1|Wizard=1	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:15-ft.	TARGETAREA:Cone-shaped burst.	DURATION:Instantaneous; see text	SAVEINFO:Will negates	SPELLRES:Yes	DESC:A vivid cone of clashing colors springs forth from your hand, causing creatures to become stunned, perhaps also blinded, and possibly knocking them unconscious. Material Component: A pinch each of powder or sand that is colored red, yellow, and blue.	SOURCEPAGE:PHB																						
Command				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Language-Dependent|Mind-Affecting	CLASSES:Cleric=1	COMPS:V	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.	DURATION:1 round	SAVEINFO:Will negates	SPELLRES:Yes	DESC:You give the subject a single command, which it obeys to the best of its ability at its earliest opportunity.	SOURCEPAGE:PHB																						
Command (Greater)	OUTPUTNAME:Command, Greater			TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Language-Dependent|Mind-Affecting	CLASSES:Cleric=5	COMPS:V	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which can be more than 30 ft apart.	DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell functions like command, except that up to one creature per level may be affected, and the activities continue beyond 1 round.	SOURCEPAGE:PHB																						
Command Plants				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Druid=4|Ranger=3	COMPS:V	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Up to 2 HD/level of plant creatures, no two of which can be more than 30-ft apart.	DURATION:1 day/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell allows you some degree of control over one or more plant creatures (%1 HD).|CASTERLEVEL*2	SOURCEPAGE:PHB																						
Command Undead				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Sorcerer=2|Wizard=2	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One undead creature.	DURATION:1 day/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:This spell allows you some degree of control over an undead creature. Material Component: A shred of raw meat and a splinter of bone.	SOURCEPAGE:PHB																						
Commune				TYPE:Spell	SCHOOL:Divination			CLASSES:Cleric=5	COMPS:V, S, M, DF, XP	CASTTIME:10 minutes	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You contact your deity - or agents thereof - and ask questions that can be answered by a simple yes or no. Material Component: Holy (or unholy) water and incense. XP Cost: 100 XP.	SOURCEPAGE:PHB		COST:50	XPCOST:100																			
Commune with Nature				TYPE:Spell	SCHOOL:Divination			CLASSES:Druid=5|Ranger=4	COMPS:V, S	CASTTIME:10 minutes	RANGE:Personal	TARGETAREA:You.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:You become one with nature, attaining knowledge of the surrounding territory.	SOURCEPAGE:PHB																						
Comprehend Languages				TYPE:Spell	SCHOOL:Divination			CLASSES:Bard=1|Cleric=1|Sorcerer=1|Wizard=1	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:You can understand the spoken words of creatures or read otherwise incomprehensible written messages. Arcane Material Component: A pinch of soot and a few grains of salt.	SOURCEPAGE:PHB																						
Cone of Cold				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Cold	CLASSES:Sorcerer=5|Wizard=5	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped burst.	DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Cone of Cold creates an area of extreme cold, originating at your hand and extending outward in a cone. Arcane Material Component: A very small crystal or glass cone.	SOURCEPAGE:PHB																						
Confusion				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=3|Sorcerer=4|Wizard=4	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:All creatures in a 15-ft radius burst.	DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell causes the targets to become confused, making them unable to independently determine what they will do. Arcane Material Component: A set of three nut shells.	SOURCEPAGE:PHB																						
Confusion (Lesser)	OUTPUTNAME:Confusion, Lesser			TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=1	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.	DURATION:1 round	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell causes a single creature to become confused for 1 round.	SOURCEPAGE:PHB																						
Consecrate				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Good	CLASSES:Cleric=2	COMPS:V, S, M, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:20-ft-radius emanation.	DURATION:2 hours/level	SAVEINFO:None	SPELLRES:No	DESC:This spell blesses an area with positive energy. Material Component: A vial of holy water and 25 gp worth (5 pounds) of silver dust, all of which must be sprinkled around the area.	SOURCEPAGE:PHB		COST:50				TEMPDESC:Applies consecrated area bonus.	TEMPBONUS:ANYPC|VAR|TurnCheckUndead|3|TYPE=Sacred	TEMPBONUS:ANYPC|COMBAT|TOHIT|-1|PRERACE:1,RACETYPE=Undead,TYPE=Undead	TEMPBONUS:ANYPC|COMBAT|DAMAGE|-1|PRERACE:1,RACETYPE=Undead,TYPE=Undead	TEMPBONUS:ANYPC|SAVE|ALL|-1|PRERACE:1,RACETYPE=Undead,TYPE=Undead												
Contact other Plane				TYPE:Spell	SCHOOL:Divination			CLASSES:Sorcerer=5|Wizard=5	COMPS:V	CASTTIME:10 minutes	RANGE:Personal	TARGETAREA:You.	DURATION:Concentration	SAVEINFO:None	SPELLRES:No	DESC:You send your mind to another plane of existence (an Elemental Plane or some plane farther removed) in order to receive advice and information from powers there.	SOURCEPAGE:PHB																						
Contagion				TYPE:Spell	SCHOOL:Necromancy		DESCRIPTOR:Evil	CLASSES:Cleric=3|Druid=3|Sorcerer=4|Wizard=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.	DURATION:Instantaneous	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:The subject contracts a disease selected, which strikes immediately (no incubation period).	SOURCEPAGE:PHB																						
Contingency				TYPE:Spell	SCHOOL:Evocation			CLASSES:Sorcerer=6|Wizard=6	COMPS:V, S, M, DF	CASTTIME:At least 10 minutes; see text	RANGE:Personal	TARGETAREA:You.	DURATION:1 day/level or until discharged	SAVEINFO:None	SPELLRES:No	DESC:You can place another spell upon your person so that it comes into effect under some condition you dictate when casting contingency. Material Component: That of the companion spell, plus quicksilver and an eyelash of an ogre mage, rakshasa, or similar spell-using creature. Focus: A statuette of you carved from elephant ivory and decorated with gems (worth at least 1,500 gp). You must carry the focus for the contingency to work.	SOURCEPAGE:PHB		COST:1500																				
Continual Flame				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Light	CLASSES:Cleric=3|Sorcerer=2|Wizard=2	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Object touched.	DURATION:Permanent	SAVEINFO:None	SPELLRES:No	DESC:A flame, equivalent in brightness to a torch, springs forth from an object that you touch. Material Component: You sprinkle ruby dust (worth 50 gp) on the item that is to carry the flame.	SOURCEPAGE:PHB		COST:50																				
Control Plants				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Druid=8	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Up to 2 HD/level of plant creatures, no two of which can be more than 30-ft apart.	DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:No	DESC:This spell enables you to control the actions of one or more plant creatures for a short period of time.	SOURCEPAGE:PHB																						
Control Undead				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Sorcerer=7|Wizard=7	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Up to 2 HD/level of undead creatures, no two of which can be more than 30-ft apart.	DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:This spell enables you to command undead creatures for a short period of time. Material Component: A small piece of bone and a small piece of raw meat.	SOURCEPAGE:PHB																						
Control Water			VARIANTS:Raise Water|Lower Water	TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Water	CLASSES:Cleric=4|Druid=4|Sorcerer=6|Wizard=6	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Water in a volume of 10-ft/level by 10-ft/level by 2-ft/level	DURATION:10 minutes/level	SAVEINFO:None; See text	SPELLRES:No	DESC:Depending on the version you choose, the control water spell raises or lowers water. Arcane Material Component: A drop of water (for raise water) or a pinch of dust (for lower water).	SOURCEPAGE:PHB																						
Control Weather				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Cleric=7|Sorcerer=7|Wizard=7	COMPS:V, S	CASTTIME:10 minutes; See text	RANGE:2 miles	TARGETAREA:2-mile-radius circle, centered on you; see text	DURATION:4d12 hours; see text	SAVEINFO:None	SPELLRES:No	DESC:You change the weather in the local area.	SOURCEPAGE:PHB																						
Control Weather		KEY:Druid ~ Control Weather		TYPE:Spell	SCHOOL:Transmutation			CLASSES:Druid=7	COMPS:V, S	CASTTIME:10 minutes; See text	RANGE:3 miles	TARGETAREA:3-mile-radius circle, centered on you; see text	DURATION:8d12 hours; see text	SAVEINFO:None	SPELLRES:No	DESC:You change the weather in the local area.	SOURCEPAGE:PHB																						
