SOURCELONG:Expanded Psionics Handbook	SOURCESHORT:EPH	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-04
#																								
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:|!PRERULE:1,DisplayFullSpell	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST:	DESC:	Bonus	Bonus
Telekinetic Force				TYPE:Power	SCHOOL:Psychokinesis		DESCRIPTOR:Force	CLASSES:Psion=3|Wilder=3	COMPS:Vi	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One object at a time.	DURATION:Concentration, up to 1 round/level	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 5. Augment: For every additional power point you spend, the weight limit of the target increases by 25 pounds.		
Telekinetic Maneuver				TYPE:Power	SCHOOL:Psychokinesis		DESCRIPTOR:Force	CLASSES:Psion=4|Wilder=4	COMPS:Vi	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.	DURATION:Concentration, up to 1 round/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7. Augment: For every 2 additional power points you spend, this power grants a +1 bonus on your checks involving bull rush, disarm, grapple, or trip attempts.		
Telekinetic Sphere		KEY:Telekinetic Sphere (Psionic)		TYPE:Power	SCHOOL:Psychokinesis		DESCRIPTOR:Force		COMPS:Ma	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:1-ft-diameter/level sphere, centered around a creature or objects.	DURATION:1 minute/level	SAVEINFO:Reflex negates (object)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 15.		
Telekinetic Thrust				TYPE:Power	SCHOOL:Psychokinesis			CLASSES:Psion=3|Wilder=3	COMPS:Vi	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One or more objects or creatures with a total weith of 250 lbs or less.	DURATION:Instantaneous	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 5. Augment: For every additional power point you spend, the weight limit of the target or targets increases by 25 pounds.		
Telempathic Projection				TYPE:Power	SCHOOL:Telepathy	SUBSCHOOL:Charm	DESCRIPTOR:Mind-Affecting	CLASSES:Psion=1|Wilder=1	COMPS:Vi	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.	DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1.		
Teleport		KEY:Teleport (Psionic)		TYPE:Power	SCHOOL:Psychoportation	SUBSCHOOL:Teleportation			COMPS:Vi	CASTTIME:1 standard action	RANGE:Personal and Touch	TARGETAREA:You and touched objects or other touched willing creatures. 	DURATION:Instantaneous	SAVEINFO:None or Will negates (object)	SPELLRES:No or Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 9.		
Teleport (Greater)	OUTPUTNAME:Teleport, Greater	KEY:Teleport (Greater/Psionic)		TYPE:Power	SCHOOL:Psychoportation	SUBSCHOOL:Teleportation		CLASSES:Psion=8|Wilder=8	COMPS:Vi	CASTTIME:1 standard action	RANGE:Personal and Touch	TARGETAREA:You and touched objects or other touched willing creatures. 	DURATION:Instantaneous	SAVEINFO:None or Will negates (object)	SPELLRES:No or Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 15.		
Teleportation Circle		KEY:Teleportation Circle (Psionic)		TYPE:Power	SCHOOL:Psychoportation	SUBSCHOOL:Teleportation			COMPS:Me	CASTTIME:10 minutes	RANGE:0-ft.	TARGETAREA:5-ft-radius circle that teleports those who activate it.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 17.		
Teleport Trigger				TYPE:Power	SCHOOL:Psychoportation	SUBSCHOOL:Teleportation			COMPS:Ma	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 9.		
Temporal Acceleration				TYPE:Power	SCHOOL:Psychoportation			CLASSES:Psion=6|Wilder=6	COMPS:None	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 11. Augment: For every 4 additional power points you spend, this power's duration (in apparent time) increases by 1 round.		
Thicken Skin				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=1	COMPS:Ma, Ol	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: You can augment this power in one or both of the following ways. &nl;1. For every 3 additional power points you spend, the enhancement bonus increases by 1. &nl;2. If you spend 6 additional power points, you can manifest this power as a swift action.		
Thought Shield				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=2|Wilder=2|Psychic Warrior=2	COMPS:Au	CASTTIME:1 immediate action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3. Augment: For every additional power point you spend, this power's duration increases by 1 round, and the power resistance it provides increases by 1 point.		
Time Hop				TYPE:Power	SCHOOL:Psychoportation			CLASSES:Psion=3|Wilder=3	COMPS:Au, Vi	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One Medium or smaller creature, or one object weighing 300 lbs or less.	DURATION:1 round/level; see text	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 5. Augment: You can augment this power in one or both of the following ways. &nl;1. For every 2 additional power points you spend, you can affect a creature of one size category larger, or double the weight of an object to be affected. &nl;2. For every 2 additional power points you spend, this power can affect an additional target. Any additional target cannot be more than 15 feet from another target of the power.		
Time Hop (Mass)	OUTPUTNAME:Time Hop, Mass			TYPE:Power	SCHOOL:Psychoportation				COMPS:Au, Vi	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:All willing creatures in range.	DURATION:Up to 1 hour/level; see text	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 15. Augment: If you spend 6 additional power points, you can manifest this power as an immediate action.		
Time Regression				TYPE:Power	SCHOOL:Psychoportation				COMPS:None	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH			XPCOST:1000		DESC:Power Points: 17. XP Cost: 1,000 XP.		
Timeless Body				TYPE:Power	SCHOOL:Psychoportation			CLASSES:Psion=9|Wilder=9	COMPS:Ma	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 17.		
Tongues		KEY:Tongues (Psionic)		TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=2|Wilder=2	COMPS:None	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3.		
Tornado Blast				TYPE:Power	SCHOOL:Psychokinesis				COMPS:Au, Vi	CASTTIME:1 round	RANGE:Long	TARGETAREA:40-ft radius spread.	DURATION:Instantaneous	SAVEINFO:Reflex half; see text	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 17. Augment: For every additional power point you spend, this power's area damage (not the damage from direct contact dealt to a specific creature) increases by 1d6 points (to a maximum of 24d6 points). For each extra 2d6 points of damage, this power's save DC increases by 1.		
Touchsight				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psion=3|Wilder=3	COMPS:Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 5. Augment: For every 2 additional power points you spend, the radius of your touchsight field increases by 10 feet.		
Tower of Iron Will				TYPE:Power	SCHOOL:Telepathy			CLASSES:Psion=5|Wilder=5	COMPS:Au	CASTTIME:1 immediate action	RANGE:10-ft.	TARGETAREA:10-ft-radius emanation centered on you.	DURATION:1 round	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 9. Augment: For every additional power point you spend, this power's duration increases by 1 round and the power resistance it provides increases by 1 point.		
Trace Teleport				TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=4|Wilder=4	COMPS:Vi	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Spread with a radius of 25-ft + 5-ft/2 levels, centered on you.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7. Augment: If you spend 2 additional power points, this power's range increases to Medium (100 ft. + 10 ft./level).		
True Creation		KEY:True Creation (Psionic)		TYPE:Power	SCHOOL:Metacreativity	SUBSCHOOL:Creation			COMPS:None	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:Unattended, nonmagical object of nonliving plant matter, up to 1-cu-ft/level.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH			XPCOST:1		DESC:Power Points: 17. XP Cost: 1/5 of the item's gold piece value (see the Player's Handbook and the Dungeon Master's Guide for item prices), or a minimum of 1 XP.		
True Metabolism				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psion=8|Wilder=8	COMPS:Ma	CASTTIME:1 round	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 15.		
True Seeing		KEY:True Seeing (Psionic)		TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=5|Wilder=5	COMPS:Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 9.		
Truevenom				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=4	COMPS:Ma	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level or until discharged	SAVEINFO:None and Fortitude negates; see text	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
Truevenom Weapon				TYPE:Power	SCHOOL:Psychometabolism	SUBSCHOOL:Creation		CLASSES:Psychic Warrior=4	COMPS:Ma	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:Weapon touched.	DURATION:1 minute/level or until discharged	SAVEINFO:None and Fortitude negates; see text	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
Ubiquitous Vision				TYPE:Power	SCHOOL:Clairsentience			CLASSES:Psion=3|Wilder=3|Psychic Warrior=3	COMPS:Vi	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 5.		
Ultrablast				TYPE:Power	SCHOOL:Telepathy		DESCRIPTOR:Mind-Affecting	CLASSES:Psion=7|Wilder=7	COMPS:Au	CASTTIME:1 standard action	RANGE:15-ft.	TARGETAREA:15-ft-radius spread centered on you.	DURATION:Instantaneous	SAVEINFO:Will half	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 13. Augment: For every additional power point you spend, this power's damage increases by 1d6 points.		
Vampiric Blade				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psychic Warrior=3	COMPS:Ma, Vi	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:One weapon you hold.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 5.		
Vigor				TYPE:Power	SCHOOL:Psychometabolism			CLASSES:Psion=1|Wilder=1|Psychic Warrior=1	COMPS:Ma, Ol	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 1. Augment: For every additional power point you spend, the number of temporary hit points you gain increases by 5.		
Wall of Ectoplasm				TYPE:Power	SCHOOL:Metacreativity	SUBSCHOOL:Creation		CLASSES:Psion=4|Wilder=4	COMPS:Vi	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Wall whose area is up to on 10-ft square/level or a sphere or hemisphere with a radius of up to 1-ft/level.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
Wall Walker				TYPE:Power	SCHOOL:Psychoportation			CLASSES:Psychic Warrior=2	COMPS:Ma	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 3.		
Weapon of Energy	KEY:Weapon of Energy (Psionic)		VARIANTS:Acid|Cold|Electricity|Fire|Sonic	TYPE:Power	SCHOOL:Psychokinesis		DESCRIPTOR:See text	CLASSES:Psychic Warrior=4	COMPS:Vi	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.	DURATION:1 round/level	SAVEINFO:Fortitude negates (object, harmless)	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Power Points: 7.		
																								
#																								
Teleport (Psionic).MOD	DESC:Power Points: Elocator 5.|PRECLASS:1,Elocator=6																							
Plane Shift (Psionic).MOD	DESC:Power Points: Elocator 5.|PRECLASS:1,Elocator=6																							
																								
#																								
Brain Spider				TYPE:Spell	SCHOOL:Divination		DESCRIPTOR:Mind-Affecting	CLASSES:Cleric=8	COMPS:V, S, M, DF	CASTTIME:1 round	RANGE:Long	TARGETAREA:Up to eight living creatures.	DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Material Component: A spider of any size or kind. It can be dead, but must still have all eight legs.		
Dweomer of Transference				TYPE:Spell	SCHOOL:Evocation			CLASSES:Cleric=4|Sorcerer=4|Wizard=4	COMPS:V, S	CASTTIME:1 minute	RANGE:Close	TARGETAREA:One willing psionic creature.	DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH							
Glossolalia				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Sonic|Mind-Affecting	CLASSES:Bard=2	COMPS:V	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped burst.	DURATION:Instantaneous	SAVEINFO:Fortitude partial; see text	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH							
Mental Pinnacle				TYPE:Spell	SCHOOL:Telepathy			CLASSES:Sorcerer=6|Wizard=6	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH					DESC:Material Component: A potion of fox's cunning, which you drink (its effect is overridden by the effect of this spell).		
Probe Thoughts				TYPE:Spell	SCHOOL:Divination		DESCRIPTOR:Mind-Affecting	CLASSES:Sorcerer=6|Wizard=6	COMPS:V, S	CASTTIME:1 minute	RANGE:Close	TARGETAREA:One living creature.	DURATION:Concentration	SAVEINFO:Fortitude negates; see text	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH							
Psychic Turmoil				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Cleric=5|Sorcerer=5|Wizard=5	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:40-ft radius emanation centered on a point in space.	DURATION:1 round/level	SAVEINFO:Will partial; see text	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Material Component: Five playing cards, which are torn in half when the spell is cast.		
Psychic Turmoil (Greater)	OUTPUTNAME:Psychic Turmoil, Greater			TYPE:Spell	SCHOOL:Abjuration			CLASSES:Cleric=7|Sorcerer=7|Wizard=7	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:40-ft radius emanation centered on a point in space.	DURATION:1 round/level	SAVEINFO:Will partial; see text	SPELLRES:Yes	DESC:.	SOURCEPAGE:EPH					DESC:Material Component: Five playing cards, which are torn in half when the spell is cast.		
Telepathic Bond (Lesser)	OUTPUTNAME:Telepathic Bond, Lesser			TYPE:Spell	SCHOOL:Divination		DESCRIPTOR:Mind-Affecting	CLASSES:Cleric=3|Sorcerer=3|Wizard=3	COMPS:V, S	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:You and one willing creature within 30-ft.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:.	SOURCEPAGE:EPH							
