SOURCELONG:Gozzilioni Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2002-09																																																																	
																																																																				
#MM2 aggiornato alla 3.5																																																																				
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells	SORTKEY:			
Leechwalker				SIZE:M	MOVE:Walk,30,Swim,20	FACE:5	REACH:5			KIT:1|TN			BONUS:COMBAT|AC|2|TYPE=NaturalArmor						BONUS:STAT|STR|8		BONUS:STAT|CON|6		BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4												LEGS:2	HANDS:2				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Leechwalker							DR:10/Piercing or Slashing		MONSTERCLASS:Vermin:13	RACETYPE:Vermin		TYPE:Vermin	TEMPLATE:Mindless				HITDICEADVANCEMENT:26,39		CR:10	SOURCEPAGE:MM2					
Legendary Animal (Legendary Eagle)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,10,Fly,100	FACE:5	REACH:5		BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|4|TYPE=NaturalArmor						BONUS:STAT|STR|4	BONUS:STAT|DEX|20	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|2			MONCSKILL:Listen|Spot									LEGS:2	HANDS:0				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Legendary Animal (Legendary Eagle)									MONSTERCLASS:Animal (Will):12	RACETYPE:Animal	RACESUBTYPE:Legendary Animal	TYPE:Animal					HITDICEADVANCEMENT:24		CR:6	SOURCEPAGE:MM2					
Legendary Animal (Legendary Ape)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Climb,20	FACE:5	REACH:5		BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|6|TYPE=NaturalArmor						BONUS:STAT|STR|20	BONUS:STAT|DEX|6	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|6				MONCSKILL:Climb|Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Legendary Animal (Legendary Ape)									MONSTERCLASS:Animal (Will):13	RACETYPE:Animal	RACESUBTYPE:Legendary Animal	TYPE:Animal					HITDICEADVANCEMENT:26		CR:7	SOURCEPAGE:MM2					
Legendary Animal (Legendary Wolf)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60	FACE:5	REACH:5		BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|5|TYPE=NaturalArmor						BONUS:STAT|STR|14	BONUS:STAT|DEX|18	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2			MONCSKILL:Hide|Listen|Move Silently|Spot|Survival									LEGS:4	HANDS:0	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Legendary Animal (Legendary Wolf)									MONSTERCLASS:Animal (Will):14	RACETYPE:Animal	RACESUBTYPE:Legendary Animal	TYPE:Animal					HITDICEADVANCEMENT:30		CR:7	SOURCEPAGE:MM2					
Legendary Animal (Legendary Snake)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,30,Climb,30,Swim,30	FACE:10	REACH:10		BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|6|TYPE=NaturalArmor						BONUS:STAT|STR|16	BONUS:STAT|DEX|14	BONUS:STAT|CON|14	BONUS:STAT|INT|-10	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4			MONCSKILL:Balance|Climb|Hide|Listen|Spot|Swim									LEGS:0	HANDS:0	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Legendary Animal (Legendary Snake)									MONSTERCLASS:Animal (Will):16	RACETYPE:Animal	RACESUBTYPE:Legendary Animal	TYPE:Animal					HITDICEADVANCEMENT:32		CR:8	SOURCEPAGE:MM2					
Legendary Animal (Legendary Horse)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,80	FACE:10	REACH:5		BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|8|TYPE=NaturalArmor						BONUS:STAT|STR|18	BONUS:STAT|DEX|4	BONUS:STAT|CON|16	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4				MONCSKILL:Listen|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Hoof,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Legendary Animal (Legendary Horse)									MONSTERCLASS:Animal (Will):18	RACETYPE:Animal	RACESUBTYPE:Legendary Animal	TYPE:Animal					HITDICEADVANCEMENT:36		CR:8	SOURCEPAGE:MM2					
Legendary Animal (Legendary Bear)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5		BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor						BONUS:STAT|STR|26	BONUS:STAT|DEX|4	BONUS:STAT|CON|14	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2			MONCSKILL:Listen|Spot|Swim									LEGS:4	HANDS:0				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Legendary Animal (Legendary Bear)									MONSTERCLASS:Animal (Will):20	RACETYPE:Animal	RACESUBTYPE:Legendary Animal	TYPE:Animal					HITDICEADVANCEMENT:40		CR:9	SOURCEPAGE:MM2					
Legendary Animal (Legendary Tiger)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5		BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor						BONUS:STAT|STR|22	BONUS:STAT|DEX|8	BONUS:STAT|CON|14	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4				MONCSKILL:Hide|Jump|Listen|Move Silently|Spot|Swim									LEGS:4	HANDS:0				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Legendary Animal (Legendary Tiger)									MONSTERCLASS:Animal (Will):26	RACETYPE:Animal	RACESUBTYPE:Legendary Animal	TYPE:Animal					HITDICEADVANCEMENT:48		CR:10	SOURCEPAGE:MM2					
Legendary Animal (Legendary Shark)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Swim,100	FACE:15	REACH:10		BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor						BONUS:STAT|STR|18	BONUS:STAT|DEX|8	BONUS:STAT|CON|14	BONUS:STAT|INT|-10	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4			MONCSKILL:Listen|Spot|Swim									LEGS:0	HANDS:0	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Legendary Animal (Legendary Shark)									MONSTERCLASS:Animal (Will):30	RACETYPE:Animal	RACESUBTYPE:Legendary Animal|Aquatic	TYPE:Animal					HITDICEADVANCEMENT:60		CR:10	SOURCEPAGE:MM2					
Leviathan			STARTFEATS:1	SIZE:C	MOVE:Swim,90	FACE:100	REACH:15	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1				BONUS:COMBAT|AC|22|TYPE=NaturalArmor						BONUS:STAT|STR|30	BONUS:STAT|DEX|-4	BONUS:STAT|CON|20	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-6			MONCSKILL:Listen|Spot|Swim									LEGS:0	HANDS:0	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))	BONUS:WEAPONPROF=Tail Slam|DAMAGE|max(0,(STR/2))		NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6	NATURALATTACKS:Tail Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6	ABILITY:Internal|AUTOMATIC|Race Traits ~ Leviathan							DR:10/-		MONSTERCLASS:Magical Beast:32	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:48		CR:25	SOURCEPAGE:MM2					
Grey Linnorm	KEY:Dragon (Grey Linnorm)		STARTFEATS:1	SIZE:H	MOVE:Walk,30,Fly,90,Swim,30	FACE:15	REACH:10						BONUS:COMBAT|AC|19|TYPE=NaturalArmor						BONUS:STAT|STR|14		BONUS:STAT|CON|10	BONUS:STAT|INT|4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6			MONCSKILL:Bluff|Concentration|Diplomacy|Intimidate|Knowledge (Arcana)|Listen|Search|Sense Motive|Spellcraft|Spot|Swim									LEGS:4	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Grey Linnorm						SR:31	DR:15/Magic		MONSTERCLASS:Grey Linnorm:13	RACETYPE:Dragon	RACESUBTYPE:Linnorm	TYPE:Dragon					HITDICEADVANCEMENT:18		CR:20	SOURCEPAGE:MM2		SORTKEY:Dragon_Linnorm			
Dread Linnorm	KEY:Dragon (Dread Linnorm)		STARTFEATS:1	SIZE:C	MOVE:Walk,50,Fly,90,Swim,30	FACE:30	REACH:15			KIT:1|CE			BONUS:COMBAT|AC|30|TYPE=NaturalArmor						BONUS:STAT|STR|30	BONUS:STAT|DEX|-2	BONUS:STAT|CON|20	BONUS:STAT|INT|4	BONUS:STAT|WIS|12	BONUS:STAT|CHA|10			MONCSKILL:Bluff|Concentration|Diplomacy|Intimidate|Knowledge (Arcana)|Listen|Search|Spellcraft|Spot|Swim									LEGS:4	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Dread Linnorm						SR:36	DR:15/Magic		MONSTERCLASS:Dread Linnorm:18	RACETYPE:Dragon	RACESUBTYPE:Linnorm	TYPE:Dragon					HITDICEADVANCEMENT:26		CR:25	SOURCEPAGE:MM2					
Corpse Tearer Linnorm	KEY:Dragon (Corpse Tearer Linnorm)		STARTFEATS:1	SIZE:G	MOVE:Walk,50,Burrow,50,Fly,90,Swim,50	FACE:20	REACH:15			KIT:1|CE			BONUS:COMBAT|AC|28|TYPE=NaturalArmor						BONUS:STAT|STR|26	BONUS:STAT|DEX|-2	BONUS:STAT|CON|16	BONUS:STAT|INT|6	BONUS:STAT|WIS|10	BONUS:STAT|CHA|8			MONCSKILL:Bluff|Concentration|Diplomacy|Hide|Intimidate|Knowledge (Arcana)|Listen|Search|Sense Motive|Spellcraft|Spot|Swim									LEGS:4	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Corpse Tearer Linnorm						SR:39	DR:20/Magic		MONSTERCLASS:Corpse Tearer Linnorm:28	RACETYPE:Dragon	RACESUBTYPE:Linnorm	TYPE:Dragon					HITDICEADVANCEMENT:34		CR:28	SOURCEPAGE:MM2					
Loxo		FAVCLASS:Ranger	STARTFEATS:1	SIZE:L	MOVE:Swim,30	FACE:5	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base					BONUS:COMBAT|AC|4|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|2			BONUS:STAT|CHA|-2			MONCSKILL:Climb|Listen|Spot|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Loxo									MONSTERCLASS:Monstrous Humanoid:5	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid						LEVELADJUSTMENT:2	CR:2	SOURCEPAGE:MM2					
Marrash			STARTFEATS:1	SIZE:M	MOVE:Walk,30,Fly,70	FACE:5	REACH:5			KIT:1|LE			BONUS:COMBAT|AC|6|TYPE=NaturalArmor						BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Balance|Jump|Knowledge (The Planes)|Listen|Search|Spot|Tumble									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Marrash									MONSTERCLASS:Outsider:7	RACETYPE:Outsider	RACESUBTYPE:Lawful|Evil	TYPE:Outsider					HITDICEADVANCEMENT:12	LEVELADJUSTMENT:6	CR:5	SOURCEPAGE:MM2					
Meenlock			STARTFEATS:1	SIZE:T	MOVE:Walk,20	FACE:2.5	REACH:0	BONUS:VAR|DarkvisionRange|60|TYPE=Base		KIT:1|LE									BONUS:STAT|STR|-4	BONUS:STAT|DEX|2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|4			MONCSKILL:Hide|Listen|Move Silently|Spot|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d2		ABILITY:Internal|AUTOMATIC|Race Traits ~ Meenlock									MONSTERCLASS:Aberration:4	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:6,8	LEVELADJUSTMENT:4	CR:3	SOURCEPAGE:MM2		BONUS:VAR|TelepathyRange|300			
Megalodon			STARTFEATS:1	SIZE:G	MOVE:Swim,120	FACE:20	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|12|TYPE=NaturalArmor						BONUS:STAT|STR|20	BONUS:STAT|DEX|4	BONUS:STAT|CON|14	BONUS:STAT|INT|-10	BONUS:STAT|WIS|2				MONCSKILL:Listen|Spot|Swim									LEGS:0	HANDS:0	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Megalodon									MONSTERCLASS:Animal:24	RACETYPE:Animal	RACESUBTYPE:Aquatic	TYPE:Animal					HITDICEADVANCEMENT:48,72		CR:11	SOURCEPAGE:MM2					
Megapede				SIZE:C	MOVE:Walk,80,Burrow,20	FACE:35	REACH:10	BONUS:VAR|TremorsenseRange|120|TYPE=Base		KIT:1|TN			BONUS:COMBAT|AC|18|TYPE=NaturalArmor						BONUS:STAT|STR|32	BONUS:STAT|DEX|-4	BONUS:STAT|CON|16		BONUS:STAT|WIS|2	BONUS:STAT|CHA|-6												LEGS:120	HANDS:0				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*5,2d8	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6	ABILITY:Internal|AUTOMATIC|Race Traits ~ Megapede						SR:31	DR:15/Magic and Adamantine		MONSTERCLASS:Vermin:32	RACETYPE:Vermin		TYPE:Vermin	TEMPLATE:Mindless				HITDICEADVANCEMENT:64		CR:20	SOURCEPAGE:MM2					
Moonbeast			STARTFEATS:1	SIZE:H	MOVE:Walk,30,Climb,10	FACE:15	REACH:15	BONUS:VAR|DarkvisionRange|60|TYPE=Base		KIT:1|CE			BONUS:COMBAT|AC|7|TYPE=NaturalArmor						BONUS:STAT|STR|20	BONUS:STAT|DEX|4	BONUS:STAT|CON|10	BONUS:STAT|INT|-2	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|8			MONCSKILL:Climb|Listen|Search|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*10,4d6	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Slashing,*1,4d8	ABILITY:Internal|AUTOMATIC|Race Traits ~ Moonbeast						SR:22			MONSTERCLASS:Aberration:18	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:27,36		CR:16	SOURCEPAGE:MM2					
Mooncalf			STARTFEATS:1	SIZE:L	MOVE:Walk,40,Climb,150	FACE:10	REACH:10	BONUS:VAR|BlindsightRange|100|TYPE=Base		KIT:1|NE			BONUS:COMBAT|AC|13|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|14	BONUS:STAT|INT|10	BONUS:STAT|WIS|10				MONCSKILL:Concentration|Hide|Knowledge (Arcana)|Knowledge (History)|Listen|Spellcraft|Spot									LEGS:0	HANDS:8				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6|Tentacle Arm,Weapon.Natural.Finesseable.Melee.Bludgeoning,*6,1d6	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Slashing,*1,2d6	ABILITY:Internal|AUTOMATIC|Race Traits ~ Mooncalf							DR:10/Magic		MONSTERCLASS:Magical Beast:15	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:15,27,60		CR:10	SOURCEPAGE:MM2					
Moonrat			STARTFEATS:1	SIZE:T	MOVE:Walk,15,Climb,15	FACE:2.5	REACH:0	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	KIT:1|LE|NE|CE									BONUS:STAT|STR|-8	BONUS:STAT|DEX|4		BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-8			MONCSKILL:Balance|Climb|Hide|Move Silently									LEGS:2	HANDS:2	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d3		ABILITY:Internal|AUTOMATIC|Race Traits ~ Moonrat									MONSTERCLASS:Magical Beast:1	RACETYPE:Magical Beast		TYPE:Magical Beast	TEMPLATE:Quarter Hitdie						CR:1/4	SOURCEPAGE:MM2					
Morkoth			STARTFEATS:1	SIZE:M	MOVE:Swim,50	FACE:5	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base		KIT:1|CE			BONUS:COMBAT|AC|6|TYPE=NaturalArmor						BONUS:STAT|STR|-2	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|2			MONCSKILL:Hide|Knowledge (Arcana)|Listen|Spellcraft|Spot|Swim									LEGS:0	HANDS:4	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Morkoth									MONSTERCLASS:Aberration:7	RACETYPE:Aberration	RACESUBTYPE:Aquatic	TYPE:Aberration					HITDICEADVANCEMENT:14,21	LEVELADJUSTMENT:3	CR:5	SOURCEPAGE:MM2					
Mudmaw			STARTFEATS:1	SIZE:L	MOVE:Walk,20,Swim,30	FACE:10	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	KIT:1|TN			BONUS:COMBAT|AC|7|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6			MONCSKILL:Hide|Survival|Swim									LEGS:4	HANDS:0				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Mudmaw						SR:18	DR:10/Magic		MONSTERCLASS:Magical Beast:8	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:16,24		CR:7	SOURCEPAGE:MM2					
Myconid			STARTFEATS:1																								MONCSKILL:Knowledge (Nature)|Listen|Profession (Farmer)|Spot|Survival									LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Myconid									MONSTERCLASS:Plant:1	RACETYPE:Plant	RACESUBTYPE:Myconid	TYPE:Plant							CR:1/2	SOURCEPAGE:MM2					
Needlefolk			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			KIT:1|TN			BONUS:COMBAT|AC|4|TYPE=NaturalArmor						BONUS:STAT|STR|2		BONUS:STAT|CON|2	BONUS:STAT|INT|-4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-6			MONCSKILL:Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4		ABILITY:Internal|AUTOMATIC|Race Traits ~ Needlefolk									MONSTERCLASS:Plant:3	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:9	LEVELADJUSTMENT:1	CR:2	SOURCEPAGE:MM2					
Neogi			STARTFEATS:1					BONUS:VAR|DarkvisionRange|60|TYPE=Base																			MONCSKILL:Balance|Climb|Jump|Move Silently									LEGS:6	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Neogi									MONSTERCLASS:Aberration:1	RACETYPE:Aberration	RACESUBTYPE:Neogi	TYPE:Aberration	TEMPLATE:Quarter Hitdie						CR:1/4	SOURCEPAGE:MM2					
Neogi (Great Old Master)	OUTPUTNAME:Neogi (Great Old Master)			SIZE:H	MOVE:Walk,20	FACE:10	REACH:10			KIT:1|TN			BONUS:COMBAT|AC|3|TYPE=NaturalArmor							BONUS:STAT|DEX|-2	BONUS:STAT|CON|10		BONUS:STAT|WIS|4	BONUS:STAT|CHA|-10												LEGS:6	HANDS:2	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Great Old Master Neogi									MONSTERCLASS:Vermin:5	RACETYPE:Vermin		TYPE:Vermin	TEMPLATE:Mindless						CR:6	SOURCEPAGE:MM2					
Nethersight Mastiff			STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision,HasTrueSeeingVision|1										BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Jump|Listen|Spot|Survival									LEGS:4	HANDS:0	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Nethersight Mastiff									MONSTERCLASS:Magical Beast:10	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:15,30	LEVELADJUSTMENT:6	CR:8	SOURCEPAGE:MM2					
Nightmare Beast			STARTFEATS:1	SIZE:H	MOVE:Walk,30	FACE:15	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	KIT:1|CE			BONUS:COMBAT|AC|12|TYPE=NaturalArmor						BONUS:STAT|STR|18	BONUS:STAT|DEX|2	BONUS:STAT|CON|14	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2				MONCSKILL:Jump|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Tusk,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,4d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Nightmare Beast						SR:20	DR:15/Magic		MONSTERCLASS:Magical Beast:15	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:30,45		CR:15	SOURCEPAGE:MM2					
Nimblewright			STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5			KIT:1|CG|CN|CE			BONUS:COMBAT|AC|7|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|14			BONUS:STAT|WIS|6	BONUS:STAT|CHA|8			MONCSKILL:Balance|Jump|Tumble									LEGS:2	HANDS:2				NATURALATTACKS:Rapier-hand,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Nimblewright						SR:27			MONSTERCLASS:Construct:10	RACETYPE:Construct		TYPE:Construct					HITDICEADVANCEMENT:15,30	LEVELADJUSTMENT:6	CR:7	SOURCEPAGE:MM2					
