SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																						
																									
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus
Blade Barrier				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 action	RANGE:90 feet		DURATION:Concentration, up to 10 minutes	SAVEINFO:Dexterity		DESC:You create a vertical wall of whirling, razor-sharp blades made of magical energy. The wall appears within range and lasts for the duration. Youcan make a straight wall up to 100 feet long, 20 feet high, and 5 feet thick, or a ringed wall up to 60 feet in diameter, 20 feet high, and 5 feet thick. The wall provides three-quarters cover to creatures behind it, and its space is difficult terrain. When a creature enters the wall's area for the first time on a turn or starts its turn there, the creature must make a Dexterity saving throw. On a failed save. The creature takes 6d1Oslashing damage. On a successful save, the creature takes half as much damage.2	SOURCEPAGE:PHB								
Blade Ward				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S	CASTTIME:1 action	RANGE:Self		DURATION:1 round			DESC:Vou extend your hand and trace a sigi! ofwarding in the air. Unti! the end of your next turo. you have resistance against bludgeoning, piercing, and slashing damage dealt by weapon attacks.	SOURCEPAGE:PHB								
Bless				TYPE:Spell	SCHOOL:Enchantment				COMPS:V, S, M	CASTTIME:1 action	RANGE:30 feet		DURATION:Concentration, up to 1 minute			DESC:You bless up to three creatures of your choice within range. Whenever a target makes an attack roll or a saving throw before the spell ends, the target can roll a d4 and add the number rolled to the attack roll or saving throw. &nl; At Higher LeveIs. When you cast this spell using a spell slot of 2nd leveI or higher, you can target one additional creature for each slot levei above 1st. &nl; Material components: a sprinkling of holy water.	SOURCEPAGE:PHB								
Blight				TYPE:Spell	SCHOOL:Necromancy				COMPS:V, S	CASTTIME:1 action	RANGE:30 feet		DURATION:Instantaneous	SAVEINFO:Constitution		DESC:Necromantic energy washes over a creature of your choice that you can see within range, draining moisture and vitality from it. The target must make a Constitution saving throw. The target takes 8d8 necrotic damage on a failed save, or half as much damage on a successful one. This spell has no effect on undead or constructs. lf you target a plant creature or a magical plant, it makes the saving throw with disadvantage, and the spell deals maximum damage to it. lfyou target a nonmagical plant that isn't a creature, such as a tree or shrub, it doesn't make a saving throw; it simply withers and dies. &nl; At Higher LeveIs. When you cast this spell using a spell slot of 5th levei or higher, the damage increases by Id8 for each slot leveI above 4th.	SOURCEPAGE:PHB								
Blinding Smite				TYPE:Spell	SCHOOL:Evocation				COMPS:V	CASTTIME:1 bonus action	RANGE:Self		DURATION:Concentration, up to 1 minute	SAVEINFO:Constitution		DESC:The next time you hit a creature with a melee weapon attack during this spell's duration, your weapon flares with bright light, and the attack deals an extra 3d8 radiant damage to the target. Additionally, the target must succeed on a Constitution saving throw or be blinded unti! the spell ends. Acreature blinded by this spell makes another Constitution saving throw at the end of each of its turns. On a successful save, it is no longer blinded.	SOURCEPAGE:PHB								
Blindness/Deafness				TYPE:Spell	SCHOOL:Necromancy				COMPS:V	CASTTIME:1 action	RANGE:30 feet		DURATION:1 minute	SAVEINFO:Constitution		DESC:Vou can blind or deafen a foe. Choose one creature that you can see within range to make a Constitution saving throw. If it fails, the target is either blinded or deafened (your choice) for the duration. At the end of each of its turos, the target can make a Constitution saving throw. On a success, the spell ends. &nl; At Higher LeveIs. When you cast this spell using a spell slot of 3rd levei or higher, you can target one additional creature for each slot levei above 2nd.	SOURCEPAGE:PHB								
Blink				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S	CASTTIME:1 action	RANGE:Self		DURATION:1 minute			DESC:Roll a d20 at the end of each of your turos for the duration of the spell. On a roll of 11 or higher, you vanish from your current plane of existence and appear in the Ethereal Plane (the spell fails and the casting is wasted ifyou were already on that plane). At the start of your next turo, and when the spell ends ifyou are on the Ethereal Plane, you returo to an unoccupied space of your choice that you can see within 10 feet of the space you vanished from. lf no unoccupied space is available within that range, you appear in the nearest unoccupied space (chosen at random if more than one space is equally near). Voucan dismiss this spell as an action. While on the Ethereal Plane, you can see and hear the plane you originated from, which is cast in shades of gray, and you can't see anything there more than 60 feet away. Vou can only affect and be affected by other creatures on the Ethereal Plane. Creatures that aren't there can't perceive you or interact with you, unless they have the ability to do so.	SOURCEPAGE:PHB								
Blur				TYPE:Spell	SCHOOL:Illusion				COMPS:V	CASTTIME:1 action	RANGE:Self		DURATION:Concentration, up to 1 minute			DESC:Your body becomes blurred, shifting and wavering to all who can see you. For the duration, any creature has disadvantage on attack rolls against you. An attacker is immune to this effect if it doesn't rely on sight, as with blindsight, or can see through illusions, as with truesight.	SOURCEPAGE:PHB								
Branding Smite				TYPE:Spell	SCHOOL:Evocation				COMPS:V	CASTTIME:1 bonus action	RANGE:Self		DURATION:Concentration, up to 1 minute			DESC:The nexl lime you hil a crealure wilh a weapon attack before lhis spell ends, lhe weapon gleams wilh aslral radiance as you slrike, The attack deals an exlra 2d6 radianl damage lo lhe largel, which becomes visible if il's invisibie, and lhe largel sheds dim lighl in a 5.fool radius and can'l become invisible unlil lhe spell ends. &nl; At Higher Leve/s. When you casl lhis spell using a spell slol of 3rd levei or higher, lhe exlra damage increases by ld6 for each sI01 levei above 2nd.	SOURCEPAGE:PHB								
Burning Hands				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 action	RANGE:Self (15-foot cone)		DURATION:Instantaneous	SAVEINFO:Dexterity		DESC:As you hold your hands wilh lhumbs louching and fingers spread, a lhin sheel of flames shools forlh from your outslretched fingerlips. Each crealure in a 15-fool cone musl make a Dexlerily saving lhrow. A crealure lakes 3d6 fire damage on a failed save, or half as much damage on a successful one. The fire ignites any flammable objecls in lhe area that aren'l being woro or carried. &nl; At Higher Leve/s. When you casl lhis spell using a spell slol of 2nd levei or higher, lhe damage increases by ld6 for each slol levei above 1st	SOURCEPAGE:PHB								
Call Lightning				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S	CASTTIME:1 action	RANGE:120 feet		DURATION:Concentration, up to 10 minutes	SAVEINFO:Dexterity		DESC:A slorm cloud appears in the shape of a cylinder lhal is 10 feet lall wilh a 60.fool radius, cenlered on a poinl you can see 100 feel direclly above you. The spell fails if you can'l see a poinl in lhe air where lhe slorm cloud could appear (for example, if you are in a room lhal can't accommodale lhe cloud). When you casl lhe spell, choose a poinl you can see wilhin range. AbolI of lightning flashes down from lhe cloud lOlhal point. Each crealure wilhin 5 feel of lhal point musl make a Dexlerily saving throw. A crealure lakes 3d 10 lighlning damage on a failed save, or half as much damage on a successful one. On each of your luros unlil lhe spell ends, you can use your aclion lo call down lighlning in lhis way again, largeting lhe same poinl or a different one. If you are ouldoors in slormy condilions when you casl lhis spell, lhe spell gives you control over lhe exisling slorm inslead of creating a new ooe. Under such condilions, lhe spell's damage increases by ld 10. &nl; At Higher LeveIs. When you cast this spell using a spell si01of 41h or higher levei, lhe damage increases by 1d10 for each si01 levei above 3rd.	SOURCEPAGE:PHB								
Calm Emotions				TYPE:Spell	SCHOOL:Enchantment				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Charisma		DESC:Vou attempt to suppress strong emotions in a group of people. Eaeh humanoid in a 20-foot.radius sphere eentered on a point you choose within range must make a Charisma saving throw; a creature can choose to fail this saving throw if it wishes. [f a creature fails its saving throw. choose one of the following two effects. Vou can suppress any effect causing a target to be charmed or frightened. When this spell ends. Any suppressed effeet resumes. provided that its duration has not expired in the meantime. Alternatively. you can make a target indifferent about ereatures of your ehoice that it is hostile toward. This indifference ends if the target is attaeked or harmed by a spell or if it witnesses any of its friends being harmed. When the spell ends. the creature becomes hostile again. unless the DMrules otherwise.	SOURCEPAGE:PHB								
