SOURCELONG:Fiend Folio	SOURCESHORT:FF	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-04																															
																																		
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:	
Swarm (Plague Ant Swarm)				SIZE:F	TYPE:Vermin	RACETYPE:Vermin	RACESUBTYPE:Swarm	MONSTERCLASS:Vermin:10	MOVE:Walk,30,Climb,20	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6,SPROP=Disease				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Plague Ant Swarm)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|6	BONUS:STAT|CON|4			BONUS:STAT|CHA|-4	MONCSKILL:Climb	CR:5	KIT:1|TN			LEGS:100	HANDS:0	SOURCEPAGE:FF	KIT:1|Swarm (Plague Ant Swarm) Stats
Swarm (Cranium Rat Swarm/Lesser Pack)			STARTFEATS:1	SIZE:D	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar|Swarm	MONSTERCLASS:Magical Beast:6	MOVE:Walk,40,Climb,20	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Cranium Rat Swarm/Lesser Pack)			BONUS:STAT|STR|-8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Climb|Listen|Spot	CR:2				LEGS:100	HANDS:0	SOURCEPAGE:FF	KIT:1|Swarm (Cranium Rat Swarm) Stats
Swarm (Cranium Rat Swarm/Average Pack)			STARTFEATS:1	SIZE:D	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar|Swarm	MONSTERCLASS:Cranium Rat:12	MOVE:Walk,40,Climb,20	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,3d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Cranium Rat Swarm/Average Pack)			BONUS:STAT|STR|-8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Climb|Listen|Spot	CR:5				LEGS:100	HANDS:0	SOURCEPAGE:FF	KIT:1|Swarm (Cranium Rat Swarm) Stats
Swarm (Cranium Rat Swarm/Greater Pack)			STARTFEATS:1	SIZE:D	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar|Swarm	MONSTERCLASS:Cranium Rat:24	MOVE:Walk,40,Climb,20	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,5d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Cranium Rat Swarm/Greater Pack)		SR:26	BONUS:STAT|STR|-8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8	MONCSKILL:Balance|Climb|Concentration|Listen|Sense Motive|Spot	CR:11				LEGS:100	HANDS:0	SOURCEPAGE:FF	KIT:1|Swarm (Cranium Rat Swarm) Stats
Swarm (Locust Bloodfiend Swarm)				SIZE:F	TYPE:Vermin	RACETYPE:Vermin	RACESUBTYPE:Extraplanar|Swarm	MONSTERCLASS:Vermin:14	MOVE:Walk,20,Fly,20	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,3d6,SPROP=Energy Drain				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Locust Bloodfiend Swarm)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|8	BONUS:STAT|CON|4		BONUS:STAT|WIS|2			CR:8	KIT:1|CE			LEGS:100	HANDS:0	SOURCEPAGE:FF	KIT:1|Swarm (Locust Bloodfiend Swarm) Stats
Swarm (Locust Rapture Swarm)				SIZE:F	TYPE:Vermin	RACETYPE:Vermin	RACESUBTYPE:Extraplanar|Swarm	MONSTERCLASS:Vermin:10	MOVE:Walk,20,Fly,20	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Locust Rapture Swarm)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|4	BONUS:STAT|CON|4			BONUS:STAT|CHA|6		CR:6	KIT:1|NE			LEGS:100	HANDS:0	SOURCEPAGE:FF	KIT:1|Swarm (Locust Rapture Swarm) Stats
Swarm (Scarab Beetle Swarm)				SIZE:F	TYPE:Vermin	RACETYPE:Vermin	RACESUBTYPE:Swarm	MONSTERCLASS:Vermin:15	MOVE:Walk,30,Burrow,30	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,5d6,SPROP=Desiccate				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Scarab Beetle Swarm)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|4	BONUS:STAT|CON|8		BONUS:STAT|WIS|2	BONUS:STAT|CHA|-6		CR:10	KIT:1|TN			LEGS:100	HANDS:0	SOURCEPAGE:FF	KIT:1|Swarm (Scarab Beetle Swarm) Stats
Swarm (Viper Swarm)			STARTFEATS:1	SIZE:D	TYPE:Animal	RACETYPE:Animal	RACESUBTYPE:Swarm	MONSTERCLASS:Animal:5	MOVE:Walk,15,Climb,15	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=Poison				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Viper Swarm)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|-10	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-8	MONCSKILL:Balance|Climb|Hide|Listen|Spot	CR:3	KIT:1|TN			LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Swarm (Viper Swarm) Stats
Swarm (Wasp Swarm)				SIZE:F	TYPE:Vermin	RACETYPE:Vermin	RACESUBTYPE:Swarm	MONSTERCLASS:Vermin:4	MOVE:Walk,10,Fly,60	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=Poison				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Wasp Swarm)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|6	BONUS:STAT|CON|2			BONUS:STAT|CHA|-8		CR:2	KIT:1|TN			LEGS:100	HANDS:0	SOURCEPAGE:FF	KIT:1|Swarm (Wasp Swarm) Stats
Terlen			STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar	MONSTERCLASS:Magical Beast:4	MOVE:Walk,60,Fly,60,Swim,60	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Terlen			BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-8		BONUS:STAT|CHA|-4	MONCSKILL:Hide|Listen|Survival|Swim	CR:2	KIT:1|NE	HITDICEADVANCEMENT:12		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Terlen Stats
Terrori Bird			STARTFEATS:1	SIZE:L	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:7	MOVE:Walk,50	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Terror Bird			BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4		MONCSKILL:Hide|Listen|Move Silently|Spot	CR:4	KIT:1|TN	HITDICEADVANCEMENT:14,21		LEGS:2	HANDS:0	SOURCEPAGE:FF	KIT:1|Terror Bird Stats
Thunder Worm			STARTFEATS:1	SIZE:C	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Incorporeal	MONSTERCLASS:Magical Beast:48	MOVE:Fly,90		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,0,SPROP=+4d6 Electricity plus 4d6 Sonic				FACE:40	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Thunder Worm		SR:30		BONUS:STAT|DEX|10	BONUS:STAT|CON|18	BONUS:STAT|INT|4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|32	MONCSKILL:Hide|Listen|Search|Spot|Survival	CR:21	KIT:1|TN	HITDICEADVANCEMENT:144		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Thunder Worm Stats
Tunnel Terror			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:18	MOVE:Walk,20,Climb,10	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Tentacle Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Tunnel Terror			BONUS:STAT|STR|18	BONUS:STAT|DEX|4	BONUS:STAT|CON|10		BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Climb|Hide|Listen|Move Silently|Spot	CR:15	KIT:1|NE	HITDICEADVANCEMENT:32,54		LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Tunnel Terror Stats
Ulgurstasta			STARTFEATS:1	SIZE:G	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:17	MOVE:Walk,40	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,3d6				FACE:20	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ulgurstasta	DR:10/Magic and Piercing	SR:21	BONUS:STAT|STR|18	BONUS:STAT|DEX|4		BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|8	MONCSKILL:Intimidate|TYPE.Knowledge|Listen|Search|Spot	CR:11	KIT:1|CE	HITDICEADVANCEMENT:17,51		LEGS:100	HANDS:0	SOURCEPAGE:FF	KIT:1|Ulgurstasta Stats
Varrangoin (Arcanist)		FAVCLASS:Wizard	STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar	MONSTERCLASS:Varrangoin (Arcanist):8	MOVE:Walk,20,Fly,50	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6|Tail Sting,Weapon.Natural.Finesseable.Melee.Bludgeoning.Piercing,*1,1d4,SPROP=Poison				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Varrangoin (Arcanist)	DR:10/Cold Iron	SR:22	BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Concentration|Hide|Knowledge (Arcana)|Knowledge (The Planes)|Move Silently|Spellcraft	CR:11	KIT:1|CE	HITDICEADVANCEMENT:10,16		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Varrangoin (Arcanist) Stats
Varrangoin (Lesser)		FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar	MONSTERCLASS:Magical Beast:5	MOVE:Walk,20,Fly,40	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,1d4|Tail Sting,Weapon.Natural.Finesseable.Melee.Bludgeoning.Piercing,*1,1d4,SPROP=Poison				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Varrangoin (Lesser)	DR:10/Cold Iron	SR:12	BONUS:STAT|STR|4	BONUS:STAT|DEX|6	BONUS:STAT|CON|2			BONUS:STAT|CHA|-2	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:6	KIT:1|CE	HITDICEADVANCEMENT:10,15		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Varrangoin (Lesser) Stats
Varrangoin (Rager)		FAVCLASS:Barbarian	STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar	MONSTERCLASS:Magical Beast:8	MOVE:Walk,20,Fly,50	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6|Tail Sting,Weapon.Natural.Finesseable.Melee.Bludgeoning.Piercing,*1,1d4,SPROP=Poison				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Varrangoin (Rager)	DR:10/Cold Iron	SR:22	BONUS:STAT|STR|8	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|2			MONCSKILL:Hide|Listen|Move Silently|Spot	CR:10	KIT:1|CE	HITDICEADVANCEMENT:10,16		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Varrangoin (Rager) Stats
Vine Horror			STARTFEATS:1	SIZE:M	TYPE:Plant	RACETYPE:Plant	RACESUBTYPE:Aquatic	MONSTERCLASS:Plant:5	MOVE:Walk,30,Swim,20	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Vine Horror	DR:5/Bludgeoning		BONUS:STAT|STR|8		BONUS:STAT|CON|8	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2		MONCSKILL:Hide|Listen|Spot|Swim	CR:4	KIT:1|NE	HITDICEADVANCEMENT:5,7,16		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Vine Horror Stats
Vorr			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Evil|Extraplanar	MONSTERCLASS:Outsider:3	MOVE:Walk,40	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d4|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d3				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Vorr			BONUS:STAT|STR|6	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|-4		BONUS:STAT|CHA|4	MONCSKILL:Hide|Listen|Move Silently|Search|Spot|Survival	CR:4	KIT:1|CE	HITDICEADVANCEMENT:6,9		LEGS:4	HANDS:0	SOURCEPAGE:FF	KIT:1|Vorr Stats
Wicker Man				SIZE:H	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):12	MOVE:Walk,40	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d8				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Wicker Man			BONUS:STAT|STR|18	BONUS:STAT|DEX|-2				BONUS:STAT|CHA|-10		CR:11	KIT:1|TN	HITDICEADVANCEMENT:19,36		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Wicker Man Stats
Yellow Musk Creeper				SIZE:H	TYPE:Plant	RACETYPE:Plant		MONSTERCLASS:Plant (Mindless):6	MOVE:Walk,5	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Vine Whip,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*6,1d6				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Yellow Musk Creeper				BONUS:STAT|DEX|6	BONUS:STAT|CON|10			BONUS:STAT|CHA|-2		CR:4	KIT:1|TN	HITDICEADVANCEMENT:12,18		LEGS:0	HANDS:6	SOURCEPAGE:FF	KIT:1|Yellow Musk Creeper Stats
Yuan-Ti Anathema		FAVCLASS:Cleric	STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:22	MOVE:Walk,40,Climb,20,Swim,20	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,1d8|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*6,1d8,SPROP=Poison				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Yuan-Ti Anathema	DR:15/Good and Magic	SR:26	BONUS:STAT|STR|16	BONUS:STAT|DEX|2	BONUS:STAT|CON|18	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|12	MONCSKILL:Climb|TYPE.Craft|TYPE.Knowledge|Concentration|Hide|Listen|Move Silently|Search|Spot|Swim|Survival	CR:18	KIT:1|CE		LEVELADJUSTMENT:6	LEGS:0	HANDS:2	SOURCEPAGE:FF	KIT:1|Yuan-Ti Anathema Stats
Yugoloth (Psicoloth)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar|Yugoloth	MONSTERCLASS:Outsider:9	MOVE:Walk,30,Swim,20	BONUS:COMBAT|AC|14|TYPE=NaturalArmor	NATURALATTACKS:Pincer,Weapon.Natural.Finesseable.Melee.Slashing.Bludgeoning,*2,2d6|Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*8,0,SPROP=Paralysis				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Yugoloth (Psicoloth)	DR:10/Good	SR:20	BONUS:STAT|STR|8		BONUS:STAT|CON|4	BONUS:STAT|INT|-4		BONUS:STAT|CHA|4	MONCSKILL:Intimidate|Hide|Listen|Move Silently|Search|Sense Motive|Spot|Swim	CR:9	KIT:1|NE	HITDICEADVANCEMENT:18,27		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Yugoloth (Psicoloth) Stats
Yugoloth (Skeroloth)			STARTFEATS:1	SIZE:S	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar|Yugoloth	MONSTERCLASS:Outsider:4	MOVE:Walk,40,Burrow,20,Climb,20	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*4,1d3				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Yugoloth (Skeroloth)				BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|-6	BONUS:STAT|WIS|-2		MONCSKILL:Climb|Hide|Listen|Move Silently|Spot	CR:3	KIT:1|NE	HITDICEADVANCEMENT:4,10,15		LEGS:6	HANDS:0	SOURCEPAGE:FF	KIT:1|Yugoloth (Skeroloth) Stats
Yurian		FAVCLASS:Barbarian	STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Aquatic	MONSTERCLASS:Monstrous Humanoid:3	MOVE:Walk,30,Swim,20	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Reach,*2,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Yurian			BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2	MONCSKILL:Hide|Listen|Spot|Swim	CR:1		HITDICEADVANCEMENT:5,9	LEVELADJUSTMENT:4	LEGS:2	HANDS:4	SOURCEPAGE:FF	KIT:1|Yurian Stats
Zodar				SIZE:M	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):16	MOVE:Walk,60	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Zodar			BONUS:STAT|STR|14	BONUS:STAT|DEX|6			BONUS:STAT|WIS|6			CR:16		HITDICEADVANCEMENT:45		LEGS:2	HANDS:2	SOURCEPAGE:FF	KIT:1|Zodar Stats
#																																		
Symbiont (Cerebral Hood)			STARTFEATS:1	SIZE:T	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Symbiont	MONSTERCLASS:Aberration:2	MOVE:Walk,5,Fly,20	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d4				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Symbiont (Cerebral Hood)			BONUS:STAT|STR|-8	BONUS:STAT|DEX|-6		BONUS:STAT|INT|6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Concentration|Hide|TYPE.Knowledge|Move Silently|Spellcraft|Survival	CR:1/2				LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Symbiont (Cerebral Hood) Stats
Symbiont (Mind Leech)			STARTFEATS:1	SIZE:F	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Symbiont	MONSTERCLASS:Aberration:1	MOVE:Walk,1		NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,0				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Symbiont (Mind Leech)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|-8		BONUS:STAT|INT|6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Concentration|Hide|TYPE.Knowledge|Listen|Move Silently|Spellcraft|Spot	CR:1/8				LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Symbiont (Mind Leech) Stats
Symbiont (Psionic Sinew)			STARTFEATS:1	SIZE:T	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Symbiont	MONSTERCLASS:Aberration:2	MOVE:Walk,5	BONUS:COMBAT|AC|2|TYPE=NaturalArmor					FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Symbiont (Psionic Sinew)			BONUS:STAT|STR|4	BONUS:STAT|DEX|-8	BONUS:STAT|CON|2	BONUS:STAT|INT|-4	BONUS:STAT|WIS|-2		MONCSKILL:Climb|Hide|Jump	CR:1/8				LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Symbiont (Psionic Sinew) Stats
Symbiont (Fiendish Familiar)			STARTFEATS:1	SIZE:D	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar|Symbiont	MONSTERCLASS:Outsider:1	MOVE:Walk,0						FACE:1	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Symbiont (Fiendish Familiar)			BONUS:STAT|STR|-8	BONUS:STAT|DEX|-6		BONUS:STAT|INT|2	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-4	MONCSKILL:Concentration|TYPE.Knowledge|Listen|Search|Sense Motive|Spellcraft|Spot	CR:1/8	KIT:1|NE			LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Symbiont (Fiendish Familiar) Stats
Symbiont (Gutworm)			STARTFEATS:1	SIZE:T	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Evil|Extraplanar|Symbiont	MONSTERCLASS:Outsider:1	MOVE:Walk,5	BONUS:COMBAT|AC|1|TYPE=NaturalArmor					FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Symbiont (Gutworm)			BONUS:STAT|STR|-6	BONUS:STAT|DEX|-6	BONUS:STAT|CON|2	BONUS:STAT|INT|-6		BONUS:STAT|CHA|-4	MONCSKILL:Hide|Move Silently|Listen|Spot	CR:1/8	KIT:1|CE			LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Symbiont (Gutworm) Stats
Symbiont (Soul Tick)			STARTFEATS:1	SIZE:F	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar|Lawful|Symbiont	MONSTERCLASS:Outsider:1	MOVE:Walk,5		NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,0				FACE:0.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Symbiont (Soul Tick)			BONUS:STAT|STR|-10	BONUS:STAT|DEX|6		BONUS:STAT|INT|4		BONUS:STAT|CHA|-2	MONCSKILL:Concentration|Diplomacy|Hide|TYPE.Knowledge|Listen|Move Silently|Spot|Survival	CR:1/8	KIT:1|LE			LEGS:0	HANDS:0	SOURCEPAGE:FF	KIT:1|Symbiont (Soul Tick) Stats
