SOURCELONG:Gozzilioni Book of Exalted Deeds	SOURCESHORT:ExD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																														
																																	
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Bardic Music	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A troubadour of stars adds her class level to her bard level, if any, to determine what bardic music abilities she can use and how often she can use them. In addition, her troubadour levels stack with her bard levels for purposes of determining the bonus granted by her bestow courage ability. A troubadour of stars with no bard levels gains bardic music abilities as a bard of her class level.	KEY:Troubadour of Stars ~ Bardic Music				DEFINE:BardicMusicLVL|0					BONUS:VAR|BardicMusicLVL|TroubadourOfStarsLVL	BONUS:VAR|BardicMusicTimes|TroubadourOfStarsLVL	BONUS:VAR|InspireDurationBase|5|TYPE=Base							ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Countersong|PRESKILL:1,TYPE.Perform=3	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Fascinate|PRESKILL:1,TYPE.Perform=3	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Inspire Courage|PRESKILL:1,TYPE.Perform=3	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Inspire Competence|PRESKILL:1,TYPE.Perform=6|PREVARGTEQ:BardicMusicLVL,3	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Suggestion|PRESKILL:1,TYPE.Perform=9|PREVARGTEQ:BardicMusicLVL,6	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Inspire Greatness|PRESKILL:1,TYPE.Perform=12|PREVARGTEQ:BardicMusicLVL,9	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Song of Freedom|PRESKILL:1,TYPE.Perform=15|PREVARGTEQ:BardicMusicLVL,12	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Inspire Heroics|PRESKILL:1,TYPE.Perform=18|PREVARGTEQ:BardicMusicLVL,15	SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	ABILITY:Bard Class Feature|AUTOMATIC|Bardic Music ~ Mass Suggestion|PRESKILL:1,TYPE.Perform=21|PREVARGTEQ:BardicMusicLVL,18
Detect Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At will, as the spell.	KEY:Troubadour of Stars ~ Detect Evil				DEFINE:DetectEvilLVL|0					BONUS:VAR|DetectEvilLVL|TroubadourOfStarsLVL									SPELLS:Class|TIMES=ATWILL|CASTERLEVEL=DetectEvilLVL|Detect Evil,11+CHA								SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
Holy Cacophony	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 2nd-level troubadour of stars with 8 or more ranks in Perform can, as an extra bardic music effect, create a song of discordant notes that hampers evil creatures. Any evil creature within 30 feet of the troubadour must make a successful Concentration check (DC 15 + spell level) in order to cast a spell or use a spell-like ability. Using the Words of Creation with this ability increases the save DC to 20 + spell level and deals 8d4 points of nonlethal damage to the troubadour. Holy cacophony is a sonic, mind-affecting ability.	KEY:Troubadour of Stars ~ Holy Cacophony																										SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
Celestial Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Once she reaches 2nd level, a troubadour of stars can cast spells as if she were an eladrin. Specifically, the troubadour can learn and cast any spell described in Chapter 6 that has a celestial or eladrin component, as long as she can otherwise cast the spell (it appears on her spell list, it is of a level of spells that she can cast, and she has a sufficient ability score to cast spells of that level).	KEY:Troubadour of Stars ~ Celestial Spells																										SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At each evennumbered troubadour of stars level, the character gains new spells per day and spells known as if she had also gained a level in an arcane spellcasting class to which she belonged before adding the prestige class level. The class must spontaneously cast spells (as a sorcerer or bard does). She does not, however, gain any other benefit a character of that class would have gained (bardic music abilities, improved familiar abilities, and so on). If the character had more than one arcane spellcasting class before becoming a troubadour of stars, she must decide to which class she adds each troubadour level for the purpose of determining spells per day and spells known.	KEY:Troubadour of Stars ~ Spells per Day																										SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
Starmantle	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 3rd level, a troubadour of stars gains the ability to use starmantle, as the spell (see Chapter 6), once per day. Her caster level is equal to her character level.	KEY:Troubadour of Stars ~ Starmantle				DEFINE:StarmantleTimes|0	DEFINE:StarmantleLVL|0				BONUS:VAR|StarmantleTimes|1	BONUS:VAR|StarmantleLVL|TroubadourOfStarsLVL								SPELLS:Class|TIMES=StarmantleTimes|CASTERLEVEL=StarmantleLVL|Starmantle,16+CHA								SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
Song of Hope	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 5th-level troubadour of stars with 11 or more ranks in Perform can, as an additional bardic music effect, inspire powerful hope in her allies. Good-aligned creatures within 30 feet of the troubadour who are her allies gain a +2 morale bonus on saving throws, attack rolls, ability checks, skill checks, and weapon damage rolls, as if affected by the good hope spell. In addition, affected creatures gain a new saving throw against any fear effect, despair effect (such as the crushing despair spell), or similar mind-affecting condition, excluding charm person, dominate person, and similar spells. An affected creature may use the troubadour's Perform check result in place of her saving throw if, after rolling the saving throw, the Perform check result proves to be better. Using the Words of Creation with this ability increases the morale bonus to +4 and deals 11d4 points of nonlethal damage to the troubadour. Song of hope is a sonic, mind-affecting ability.	KEY:Troubadour of Stars ~ Song of Hope																										SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
Sanctified Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A 6th-level troubadour of stars can use sanctified spells as though they were among her spells known.	KEY:Troubadour of Stars ~ Sanctified Spells																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=1|Divine Inspiration ~ Sanctified,Storm of Shards ~ Sanctified,Twilight Luck ~ Sanctified|SPELLCASTER.Arcane=2|Ayalla's Radiant Burst ~ Sanctified,Luminous Armor ~ Sanctified|SPELLCASTER.Arcane=3|Brilliant Emanation ~ Sanctified,Celestial Aspect ~ Sanctified,Hammer of Righteousness ~ Sanctified,Path of the Exalted ~ Sanctified,Phieran's Resolve ~ Sanctified,Telepathy Tap ~ Sanctified|SPELLCASTER.Arcane=4|Diamond Spray ~ Sanctified,Luminous Armor (Greater) ~ Sanctified,Sunmantle ~ Sanctified|SPELLCASTER.Arcane=5|Curtain of Light ~ Sanctified,Inquisition ~ Sanctified,Sicken Evil ~ Sanctified|SPELLCASTER.Arcane=6|Exalted Raiment ~ Sanctified,Valiant Steed ~ Sanctified|SPELLCASTER.Arcane=7|Channel Celestial ~ Sanctified,Constricting Chains ~ Sanctified,Cry of Ysgard ~ Sanctified,Phoenix Fire ~ Sanctified,Rain of Embers ~ Sanctified|SPELLCASTER.Arcane=8|Dragon Cloud ~ Sanctified,Restore Soul's Treasure ~ Sanctified|SPELLCASTER.Arcane=9|Armageddon ~ Sanctified,Channel Celestial (Greater) ~ Sanctified,Exalted Fury ~ Sanctified,Sanctify the Wicked ~ Sanctified								SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
Eladrin Form	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 7th level, a troubadour of stars gains the ability to use eladrin form, as the spell (see Chapter 6), once per day. Her caster level is equal to her class level.	KEY:Troubadour of Stars ~ Eladrin Form				DEFINE:EladrinFormTimes|0	DEFINE:EladrinFormLVL|0				BONUS:VAR|EladrinFormTimes|1	BONUS:VAR|EladrinFormLVL|TroubadourOfStarsLVL								SPELLS:Class|TIMES=EladrinFormTimes|CASTERLEVEL=EladrinFormLVL|Eladrin Form,17+CHA								SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
Celestial Symphony	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 9th-leveltroubadour of stars with 15 or more ranks in Perform can, as an additional bardic music effect, create an effect that duplicates the holy word spell. Nongood creatures within 30 feet of the troubadour are affected as though by the spell. The troubadour's caster level is equal to her class level. Using the Words of Creation with this effect grants the troubadour a +4 bonus on her caster level check to overcome spell resistance and deals 15d4 points of nonlethal damage to the troubadour. Celestial symphony is a sonic effect.	KEY:Troubadour of Stars ~ Celestial Symphony																										SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
Celestial Ascension	CATEGORY:Special Ability	TYPE:ClassFeatures.TroubadourOfStarsClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 10th level, a troubadour of stars is so attuned to the ways of the eladrins that she becomes a magical creature. Her type changes to outsider (native) and she gains damage reduction 10/unholy. Unlike other outsiders, the troubadour can still be brought back from the dead.	KEY:Troubadour of Stars ~ Celestial Ascension																		TEMPLATE:Celestial Ascension								SORTKEY:Class_Troubadour_Of_Stars	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.VassalOfBahamutClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A champion of Bahamut is proficient with all simple and martial weapons, all types of armor, and shields (except tower shields).	KEY:Vassal of Bahamut ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Vassal_Of_Bahamut	SOURCEPAGE:ExD	
Imperious Aura	CATEGORY:Special Ability	TYPE:ClassFeatures.VassalOfBahamutClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Good dragons are naturally well-disposed toward a vassal of Bahamut, while evil dragons are cowed by his presence. The vassal of Bahamut gains a bonus equal to his class level on all Charisma-based skill checks made against dragons and dragon-type creatures (such as wyverns).	KEY:Vassal of Bahamut ~ Imperious Aura																										SORTKEY:Class_Vassal_Of_Bahamut	SOURCEPAGE:ExD	
Platinum Armor	CATEGORY:Special Ability	TYPE:ClassFeatures.VassalOfBahamutClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A vassal of Bahamut is granted the ability to create platinum scale mail. The vassal starts with scales from a slain juvenile (or older) red dragon and works them for 2 days per character level. During this time, the vassal must not engage in any other activities other than eating and sleeping. At the end of this period, the red dragon scales transform into glistening platinum scales. The finished masterwork suit of armor weighs 25 pounds and confers a +8 armor bonus. Its other properties are as a masterwork chain shirt (+4 max Dex bonus, -1 armor check penalty, 20%% arcane spell failure chance, no speed Reduction). Only the vassal of Bahamut may wear the platinum armor, which instantly corrodes and turns to powder if donned by another creature. The vassal can replace a lost suit using scales from a slain juvenile (or older) red dragon, as noted above, but can craft no more than one such suit at a time. The vassal's platinum armor may be enhanced using standard item creation feats.	KEY:Vassal of Bahamut ~ Platinum Armor																										SORTKEY:Class_Vassal_Of_Bahamut	SOURCEPAGE:ExD	
Dragon Senses	CATEGORY:Special Ability	TYPE:ClassFeatures.VassalOfBahamutClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Starting at 2nd level, a vassal of Bahamut can see four times as well as a human in low-light conditions and twice as well as a human in normal light. He also gains darkvision out to 120 feet.	KEY:Vassal of Bahamut ~ Dragon Senses									BONUS:VAR|DarkvisionRange|120|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																SORTKEY:Class_Vassal_Of_Bahamut	SOURCEPAGE:ExD	
Shared Trove	CATEGORY:Special Ability	TYPE:ClassFeatures.VassalOfBahamutClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd, 5th, and 8th level, a vassal of Bahamut receives a modest lump sum reward for his loyal service. The reward magically appears before the vassal-a mound of platinum coins delivered straight from Bahamut's celestial treasure vault. The number of platinum pieces equals 100 x the vassal of Bahamut's character level. The vassal may spend the money more or less as he sees fit, provided the expenditure serves a good or righteous cause. If the money is spent frivolously or unwisely, Bahamut sends a loyal representative (usually a gold dragon in an alternate form) to demand repayment. Spending the money to improve one's personal equipment is neither frivolous nor unwise.	KEY:Vassal of Bahamut ~ Shared Trove																										SORTKEY:Class_Vassal_Of_Bahamut	SOURCEPAGE:ExD	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.VassalOfBahamutClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Beginning at 2nd level, a vassal of Bahamut gains the ability to cast a small number of divine spells. To cast a spell, the vassal must have a Wisdom score of at least 10 + the spell's level, so a vassal with a Wisdom of 10 or lower cannot cast these spells. Vassal of Bahamut bonus spells are based on Wisdom, and saving throws against these spells have a DC of 10 + spell level + the vassal's Wisdom bonus. When the vassal gets 0 spells of a given level (for instance, 1st-level spells for a 2nd-level vassal of Bahamut), he gets only the bonus spells he would be entitled to based on his Wisdom score for that spell. The vassal of Bahamut's spell list appears below. A vassal of Bahamut prepares and casts spells just as a cleric does (though a vassal of bahamut cannot spontaneously cast cure spells).	KEY:Vassal of Bahamut ~ Spells																										SORTKEY:Class_Vassal_Of_Bahamut	SOURCEPAGE:ExD	
Bonus Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.VassalOfBahamutClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, and again at 6th and 9th level, a vassal of Bahamut gains a bonus feat. This feat must be drawn from the following list, and the vassal must meet all the prerequisites for the feat: Blind-Fight, Cleave, Combat Reflexes, Exalted Smite*, Gift of Faith*, Gift of Grace*, Great Cleave, Great Fortitude, Hands of a Healer*, Holy Radiance*, Improved Bull Rush, Improved Overrun, Improved Sunder, Iron Will, Lightning Reflexes, Negotiator, Nemesis*, Nimbus of Light*, Persuasive, Power Attack, Righteous Wrath*, Sanctify Weapon*, Weapon Focus.&nl;*New feat described in Chapter 4 of this book.	KEY:Vassal of Bahamut ~ Bonus Feat									BONUS:ABILITYPOOL|Vassal of Bahamut Feat|min(3,(VassalOfBahamutLVL/3))																	SORTKEY:Class_Vassal_Of_Bahamut	SOURCEPAGE:ExD	
Dragonwrack	CATEGORY:Special Ability	TYPE:ClassFeatures.VassalOfBahamutClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Evil dragons that strike a vassal of Bahamut or are struck by him suffer grievous wounds. At 4th level, a vassal of Bahamut deals +2d6 points of damage with each successful melee attack made against an evil creature of the dragon type. Furthermore, any such creature that strikes the vassal with a natural weapon or melee weapon takes 1d6 points of damage. In both cases, half of the extra damage is permanent hit point drain. A dragon that survives a battle against a vassal of Bahamut often bears terrible scars from the permanent drain of hit points. Only a wish or miracle spell can restore hit points drained permanently by a vassal's dragonwrack ability. At 7th level, the vassal deals +3d6 points of damage to evil dragons, and a dragon that strikes the vassal takes 1d6 points of damage. Again, in both cases, half of this damage is permanent drain. At 10th level, the damage increases to +4d6 points and 2d6 points, respectively.	KEY:Vassal of Bahamut ~ Dragonwrack				DEFINE:DragonwrackLVL|0					BONUS:VAR|DragonwrackLVL|VassalOfBahamutLVL	BONUS:VAR|DragonwrackDice|2|PREVARGTEQ:DragonwrackLVL,4	BONUS:VAR|DragonwrackDice|1|PREVARGTEQ:DragonwrackLVL,7	BONUS:VAR|DragonwrackDice|1|PREVARGTEQ:DragonwrackLVL,10						ABILITY:Special Ability|AUTOMATIC|Dragonwrack								SORTKEY:Class_Vassal_Of_Bahamut	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.WonderworkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Wonderworkers gain no proficiency with any weapon or armor.	KEY:Wonderworker ~ Weapon and Armor Proficiency																										SORTKEY:Class_Wonderworker	SOURCEPAGE:ExD	
Bonus Exalted Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.WonderworkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At every level, a wonderworker gets a bonus exalted feat. These bonus feats must be drawn from among those identified as exalted feats in Chapter 4: Feats.	KEY:Wonderworker ~  Bonus Exalted Feat									BONUS:ABILITYPOOL|Exalted Feat|WonderworkerLVL																	SORTKEY:Class_Wonderworker	SOURCEPAGE:ExD	
Bonus Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.WonderworkerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:For each level of wonderworker that a spellcasting character attains, he gains bonus spells to the number of spells per day he normally casts. These bonus spells can be added to whatever levels of spells the wonderworker can currently cast, but no more than one can be added to the character's highest current spell level. Arcane spellcasters (bards, sorcerers, and wizards) receive fewer bonus spells than divine spellcasters (clerics and druids), as shown on the table above. For example, a 9th-level cleric who takes a single level in wonderworker can give himself one bonus 5th-level spell (his highest as a 9th-level cleric), and one bonus spell in one other level, 0 through 4th. A 9thlevel wizard who takes a level in wonderworker gains only one bonus spell, which she can give herself in any level, 0 through 5th. A psion who adopts the wonderworker class receives bonus power Points/day equal to one-half of the sum ofhis psion level and his wonderworker level. A psychic warrior/wonderworker receives bonus power points/day equal to one-third of the sum of her psychic warrior level and her wonderworker level. If a wonderworker has two spellcasting or psionic classes already, he must give the bonus spell or power points to a class in which he can cast at least 3rd-level spells or manifest at least 3rd-level powers. If more than one class meets that requirement, he must choose which previous class gains the bonus. He cannot split bonus spells or power points between two different spellcasting or psionic classes. For example, a 5th-level cleric/5th-level wizard takes one level of wonderworker. He can either take 2 bonus cleric spells or 1 bonus wizard spell, but he cannot take 1 of each. Once a wonderworker has chosen how to apply his bonus spells or power points, they cannot be shifted.	KEY:Wonderworker ~ Bonus Spells per Day									BONUS:ABILITYPOOL|Wonderworker Spells per Day|1|PREVARGTEQ:WonderworkerLVL,1|PRECLASS:1,SPELLCASTER.Arcane=1,SPELLCASTER.Psionic=1	BONUS:ABILITYPOOL|Wonderworker Spells per Day|2|PREVARGTEQ:WonderworkerLVL,2|PRECLASS:1,SPELLCASTER.Arcane=1	BONUS:ABILITYPOOL|Wonderworker Spells per Day|1|PREVARGTEQ:WonderworkerLVL,3|PRECLASS:1,SPELLCASTER.Arcane=1	BONUS:ABILITYPOOL|Wonderworker Spells per Day|1|PREVARGTEQ:WonderworkerLVL,1|PRECLASS:1,SPELLCASTER.Divine=1	BONUS:ABILITYPOOL|Wonderworker Spells per Day|1|PREVARGTEQ:WonderworkerLVL,1|PRECLASS:1,SPELLCASTER.Divine=1	BONUS:ABILITYPOOL|Wonderworker Spells per Day|1|PREVARGTEQ:WonderworkerLVL,1|PRECLASS:1,SPELLCASTER.Divine=1												SORTKEY:Class_Wonderworker	SOURCEPAGE:ExD	
#																																	
Holy Sight	CATEGORY:Special Ability	TYPE:ClassAbility.AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The knight gains the Alertness feat.	KEY:Anointed Knight ~ Anoint Self ~ Holy Sight			PREVARGTEQ:AnointSelfLVL,1															ABILITY:FEAT|AUTOMATIC|Alertness								SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Celestial Strategy	CATEGORY:Special Ability	TYPE:ClassAbility.AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The knight gains the Combat Reflexes feat.	KEY:Anointed Knight ~ Anoint Self ~ Celestial Strategy			PREVARGTEQ:AnointSelfLVL,3															ABILITY:FEAT|AUTOMATIC|Combat Reflexes								SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Unbroken Flesh	CATEGORY:Special Ability	TYPE:ClassAbility.AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The knight gains damage reduction 3/-.	KEY:Anointed Knight ~ Anoint Self ~ Unbroken Flesh			PREVARGTEQ:AnointSelfLVL,5															DR:3/-								SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Divine Clarity	CATEGORY:Special Ability	TYPE:ClassAbility.AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The knight's Intelligence, Wisdom, or Charisma score improves by 1.	KEY:Anointed Knight ~ Anoint Self ~ Divine Clarity			PREVARGTEQ:AnointSelfLVL,7						BONUS:STAT|%LIST|1					STACK:NO	MULT:YES	CHOOSE:PCSTAT|INT|WIS|CHA										SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Call to Battle	CATEGORY:Special Ability	TYPE:ClassAbility.AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Three times per day, the knight gains an extra +3 bonus on her attack roll when charging.	KEY:Anointed Knight ~ Anoint Self ~ Call to Battle			PREVARGTEQ:AnointSelfLVL,9																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Deep Strike	CATEGORY:Special Ability	TYPE:ClassAbility.AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:%1 times per day, on a successful attack, the knight deals an extra %2d%3 points of damage.|DeepStrikeTimes|DeepStrikeDice|DeepStrikeDieSize	KEY:Anointed Knight ~ Anoint Self ~ Deep Strike			PREVARGTEQ:AnointSelfLVL,10	DEFINE:DeepStrikeTimes|0	DEFINE:DeepStrikeDice|0	DEFINE:DeepStrikeDieSize|0			BONUS:VAR|DeepStrikeTimes|3	BONUS:VAR|DeepStrikeDice|2	BONUS:VAR|DeepStrikeDieSize|6|TYPE=Base															SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	ASPECT:NAME|Deep Strike +%1d%2|DeepStrikeDice|DeepStrikeDieSize
Inspired Strike	CATEGORY:Special Ability	TYPE:ClassAbility.AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:%1 times per day, the knight can take a single extra attack at her highest attack bonus as a free action.|InspiredStrikeTimes	KEY:Anointed Knight ~ Anoint Self ~ Inspired Strike			PREVARGTEQ:AnointSelfLVL,11	DEFINE:InspiredStrikeTimes|0					BONUS:VAR|InspiredStrikeTimes|3																	SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Good Weapon	CATEGORY:Special Ability	TYPE:ClassAbility.AnointAncestralWeapon.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The ancestral weapon deals 1d6 points of damage per round to any evil creature that holds or wields it. The weapon also becomes a good-aligned weapon.	KEY:Anointed Knight ~ Anoint Ancestral Weapon ~ Good Weapon			PREVARGTEQ:AnointAncestralWeaponLVL,1																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Sunder Resistance	CATEGORY:Special Ability	TYPE:ClassAbility.AnointAncestralWeapon.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The ancestral weapon gains 10 points of hardness.	KEY:Anointed Knight ~ Anoint Ancestral Weapon ~ Sunder Resistance			PREVARGTEQ:AnointAncestralWeaponLVL,4																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Unicorn's Blood	CATEGORY:Special Ability	TYPE:ClassAbility.AnointAncestralWeapon.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Any evil creature wounded by the weapon must make a DC 17 Fortitude save or suffer the weakening effects of unicorn blood.	KEY:Anointed Knight ~ Anoint Ancestral Weapon ~ Unicorn's Blood			PREVARGTEQ:AnointAncestralWeaponLVL,7																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Impervious	CATEGORY:Special Ability	TYPE:ClassAbility.AnointAncestralWeapon.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The ancestral weapon gains an extra 50 hp.	KEY:Anointed Knight ~ Anoint Ancestral Weapon ~ Impervious			PREVARGTEQ:AnointAncestralWeaponLVL,9																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Sentience	CATEGORY:Special Ability	TYPE:ClassAbility.AnointAncestralWeapon.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The ancestral weapon becomes an intelligent item, with the same alignment as the knight.	KEY:Anointed Knight ~ Anoint Ancestral Weapon ~ Sentience			PREVARGTEQ:AnointAncestralWeaponLVL,10																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Exalted Spells ~ Tier 1	CATEGORY:Special Ability	TYPE:ClassAbility.SpecialQuality	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Arcanist ~ Tier 1																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=1|Bless,Vision of Heaven|SPELLCASTER.Arcane=2|Consecrate,Zone of Truth|SPELLCASTER.Arcane=3|Helping Hand,Searing Light								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Exalted Spells ~ Tier 2	CATEGORY:Special Ability	TYPE:ClassAbility.SpecialQuality	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Arcanist ~ Tier 2																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=4|Aspect of the Deity (Lesser),Holy Smite,Planar Ally (Lesser),Sword of Conscience|SPELLCASTER.Arcane=5|Crown of Flame,Hallow,Heavenly Lightning,Mark of Justice								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Exalted Spells ~ Tier 3	CATEGORY:Special Ability	TYPE:ClassAbility.SpecialQuality	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Arcanist ~ Tier 3																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=6|Aspect of the Deity,Bolt of Glory,Planar Ally|SPELLCASTER.Arcane=7|Heavenly Lightning Storm,Holy Word,Righteous Smite								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Exalted Spells ~ Tier 4	CATEGORY:Special Ability	TYPE:ClassAbility.SpecialQuality	VISIBLE:DISPLAY		KEY:Exalted Arcanist ~ Exalted Arcanist ~ Tier 4																		SPELLLEVEL:CLASS|SPELLCASTER.Arcane=8|Holy Aura,Planar Ally (Greater)|SPELLCASTER.Arcane=9|Aspect of the Deity (Greater)								SORTKEY:Class_Exalted_Arcanist	SOURCEPAGE:ExD	
Acid Resistance 10	CATEGORY:Special Ability	TYPE:ClassAbility.SentinelOfBharraiEnergyResistance.SpecialQuality.Extraordinary	VISIBLE:YES		KEY:Sentinel of Bharrai ~ Energy Resistance 10 ~ Acid									BONUS:VAR|AcidResistanceBonus|SentinelOfBharraiEnergyResistance|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Acid								SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Cold Resistance 10	CATEGORY:Special Ability	TYPE:ClassAbility.SentinelOfBharraiEnergyResistance.SpecialQuality.Extraordinary	VISIBLE:YES		KEY:Sentinel of Bharrai ~ Energy Resistance 10 ~ Cold									BONUS:VAR|ColdResistanceBonus|SentinelOfBharraiEnergyResistance|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Cold								SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
