SOURCELONG:Complete Warrior	SOURCESHORT:CW	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Combat Ranger	CATEGORY:ACF	TYPE:AlternateClass	VISIBLE:YES	DESC:Combat-oriented Ranger		PRECLASS:1,Ranger=1																	ABILITY:Alternate Class Feature|AUTOMATIC|Combat Ranger ~ Spells|PREVARGTEQ:RangerLVL,4	ABILITY:Alternate Class Feature|AUTOMATIC|Combat Ranger ~ Fast Movement|PREVARGTEQ:RangerLVL,6	ABILITY:Alternate Class Feature|AUTOMATIC|Combat Ranger ~ Nature's Blessing|PREVARGTEQ:RangerLVL,11	ABILITY:Alternate Class Feature|AUTOMATIC|Combat Ranger ~ Healing Touch|PREVARGTEQ:PaladinLVL,13	ABILITY:Alternate Class Feature|AUTOMATIC|Combat Ranger ~ Freedom of Movement|PREVARGTEQ:RangerLVL,16			COST:0	SORTKEY:Class_Ranger	SOURCEPAGE:CW	
Spells	CATEGORY:ACF	TYPE:ACF.RangerSpells.SpecialQuality	VISIBLE:YES	DESC:The ranger does not gain the ability to cast divine spells.	KEY:Combat Ranger ~ Spells	PREABILITY:1,CATEGORY=ACF,TYPE.AlternateClass,Combat Ranger																									SORTKEY:Class_Combat_Ranger	SOURCEPAGE:CW	
Fast Movement	CATEGORY:ACF	TYPE:ACF.RangerFastMovement.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 6th level, the ranger's base land speed increases by 10 feet. This benefit applies only when he is wearing no armor, light armor, or medium armor and not carrying a heavy load.	KEY:Combat Ranger ~ Fast Movement	PREABILITY:1,CATEGORY=ACF,TYPE.AlternateClass,Combat Ranger			DEFINE:RangerFastMovement|0					BONUS:MOVEADD|TYPE=Walk|RangerFastMovement|TYPE=FastMovement	BONUS:VAR|RangerFastMovement|10|PREVARLT:ENCUMBERANCE,2,var("COUNT[EQTYPE.ARMOR.IS.HEAVY]"),1																SORTKEY:Class_Combat_Ranger	SOURCEPAGE:CW	
Nature's Blessing	CATEGORY:ACF	TYPE:ACF.RangerNatureSBlessing.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 11th level and higher, the ranger can use a standard action to add a +4 bonus to his Constitution, Dexterity, or Wisdom score. This ability may be used once per day, and its effect lasts for 1 minute per class level.	KEY:Combat Ranger ~ Nature's Blessing	PREABILITY:1,CATEGORY=ACF,TYPE.AlternateClass,Combat Ranger	DESC:%1/day %2 rounds|NatureSBlessingTimes|NatureSBlessingDuration		DEFINE:NatureSBlessingTimes|0	DEFINE:NatureSBlessingDuration|0				BONUS:VAR|NatureSBlessingTimes|1	BONUS:VAR|NatureSBlessingDuration|RangerLVL																SORTKEY:Class_Combat_Ranger	SOURCEPAGE:CW	
Healing Touch	CATEGORY:ACF	TYPE:ACF.RangerHealingTouch.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, a ranger of 13th level or higher can use either neutralize poison or remove disease, as a caster whose level is equal to one-half the ranger's class level.	KEY:Combat Ranger ~ Healing Touch	PREABILITY:1,CATEGORY=ACF,TYPE.AlternateClass,Combat Ranger																									SORTKEY:Class_Combat_Ranger	SOURCEPAGE:CW	
Freedom of Movement	CATEGORY:ACF	TYPE:ACF.RangerFreedomOfMovement.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A ranger of 16th level or higher can use freedom of movement on himself once per day, as a caster whose level is equal to one-half the ranger's class level.	KEY:Combat Ranger ~ Freedom of Movement	PREABILITY:1,CATEGORY=ACF,TYPE.AlternateClass,Combat Ranger																	SPELLS:Innate|TIMES=1|CASTERLEVEL=RangerLVL/2|Freedom of Movement								SORTKEY:Class_Combat_Ranger	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.BearWarriorClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Bear warriors gain no proficiency with any weapon or armor.	KEY:Bear Warrior ~ Weapon and Armor Proficiency																										SORTKEY:Class_Bear_Warrior	SOURCEPAGE:CW	
Bear Form	CATEGORY:Special Ability	TYPE:ClassFeatures.BearWarriorClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A bear warrior can transform into a bear (similar to the polymorph spell) while in a rage or frenzy. His only limit on the number of times per day he can assume a bear form is the number of times per day he enters a rage or frenzy, and the bear warrior returns to his own form once the rage or frenzy ends. The bear warrior retains the normal +2 bonus on Will saves and -2 penalty to Armor Class while raging, but the ability score bonuses granted by rage or frenzy are replaced by Strength, Dexterity, and Constitution bonuses appropriate to the bear form taken (see below). As normal for polymorph, the bear warrior gains the bear form's physical qualities (including size, movement, natural armor bonus, natural weapons, space, and reach), as well as any ex tra ordinary special attacks possessed by the form (such as improved grab in the brown bear or dire bear form). The transformation lasts for the duration of the rage or frenzy. Unlike with the polymorph spell, a bear warrior doesn't gain the bear's Strength, Dexterity, and Constitution scores when he takes bear form, nor does he regain any hit points when he transforms. However, his current hit points increase due to his new Constitution, as normal for a rage ability. Any bear warrior can assume the form of a black bear once per day. While in black bear form, he gains a +8 bonus to Strength, a +2 bonus to Dexterity, and a +4 bonus to Constitution. At 5th level, a bear warrior can assume bear form twice per day and can choose between black and brown bear forms. While in brown bear form, he gains a +16 bonus to Strength, a +2 bonus to Dexterity, and a +8 bonus to Constitution.	KEY:Bear Warrior ~ Bear Form									BONUS:VAR|BearFormTimes|1+(BearWarriorLVL/5)	BONUS:VAR|BearFormLVL|1+(BearWarriorLVL/5)								ABILITY:Special Ability|AUTOMATIC|Bear Form								SORTKEY:Class_Bear_Warrior	SOURCEPAGE:CW	
Scent	CATEGORY:Special Ability	TYPE:ClassFeatures.BearWarriorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a bear warrior gains the scent special ability (see page 314 of the Monster Manual) while in bear or nonbear form.	KEY:Bear Warrior ~ Scent																										SORTKEY:Class_Bear_Warrior	SOURCEPAGE:CW	
Extra Rage	CATEGORY:Special Ability	TYPE:ClassFeatures.BearWarriorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When a bear warrior attains 7th level, the number of times per day that he can enter a state of rage or frenzy increases by one. For example, a 7th-level barbarian/ 7th-level bear warrior can rage three times per day. If that character were to gain one more barbarian level, he could rage four times per day.	KEY:Bear Warrior ~ Extra Rage				DEFINE:BearWarriorExtraRage|0					BONUS:VAR|ExtraRageTimes|BearWarriorExtraRage	BONUS:VAR|BearWarriorExtraRage|1																SORTKEY:Class_Bear_Warrior	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.BladesingerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Bladesingers gain no proficiency with any weapon. They gain proficiency with light armor but not with shields.	KEY:Bladesinger ~ Weapon and Armor Proficiency																			ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Bladesinger	SOURCEPAGE:CW	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.BladesingerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At every oddnumbered level gained in the bladesinger class, the character gains new spells per day as if she had also gained a level in an arcane spellcasting class she belonged to before adding the prestige class. She does not, however, gain any other benefi t a character of that class would have gained, except for an increased effective level of spellcasting. If a character had more than one arcane spellcasting class be fore becoming a bladesinger, she must decide to which class she adds the new level for purposes of determining spells per day.	KEY:Bladesinger ~ Spells per Day																										SORTKEY:Class_Bladesinger	SOURCEPAGE:CW	
Bladesong Style	CATEGORY:Special Ability	TYPE:ClassFeatures.BladesingerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When wielding a longsword or rapier in one hand (and nothing in the other), a bladesinger gains a dodge bonus to Armor Class equal to his class level, up to a maximum of her Intelligence bonus. If the bladesinger wears medium or heavy armor, she loses all benefi ts of the bladesong style.	KEY:Bladesinger ~ Bladesong Style				DEFINE:BladesongStyleBonus|0					BONUS:VAR|BladesongStyleBonus|min(INT,BladesongLVL)	BONUS:COMBAT|AC|BladesongStyleBonus|TYPE=Dodge|PREVARLT:var("COUNT[EQTYPE.ARMOR.IS.MEDIUM]"),1|PREEQUIPPRIMARY:1,Longsword,Rapier																SORTKEY:Class_Bladesinger	SOURCEPAGE:CW	
Lesser Spellsong	CATEGORY:Special Ability	TYPE:ClassFeatures.BladesingerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When wielding a longsword or rapier in one hand (and nothing in the other), a bladesinger of 2nd level or higher can take 10 when making a Concentration check to cast defensively.	KEY:Bladesinger ~ Lesser Spellsong																										SORTKEY:Class_Bladesinger	SOURCEPAGE:CW	
Song of Celerity	CATEGORY:Special Ability	TYPE:ClassFeatures.BladesingerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:%1/day, a bladesinger of 4th  level or higher may quicken a single spell of up to 2nd level, as if she had used the Quicken Spell feat, but without any adjustment to the spell's effective level or casting time. She may only use this ability when wielding a longsword or rapier in one hand (and nothing in the other). At 8th level and higher, she can quicken a single spell of up to 4th level.|SongOfCelerityTimes	KEY:Bladesinger ~ Song of Celerity				DEFINE:SongOfCelerityTimes|0					BONUS:VAR|SongOfCelerityTimes|1																	SORTKEY:Class_Bladesinger	SOURCEPAGE:CW	
Greater Spellsong	CATEGORY:Special Ability	TYPE:ClassFeatures.BladesingerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A bladesinger of 6th level or higher ignores arcane spell failure chances when wearing light armor.	KEY:Bladesinger ~ Greater Spellsong																										SORTKEY:Class_Bladesinger	SOURCEPAGE:CW	
Song of Fury	CATEGORY:Special Ability	TYPE:ClassFeatures.BladesingerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When a 10th-level bladesinger makes a full attack with a longsword or rapier in one hand (and nothing in the other), she can make one extra attack in a round at her highest base attack bonus, but this attack and each other attack made in that round take a -2 penalty. This penalty applies for 1 round, so it also affects attacks of opportunity the bladesinger might make before her next action.	KEY:Bladesinger ~ Song of Fury									BONUS:VAR|SongOfFuryLVL|BladesingerLVL	BONUS:VAR|SongOfFuryAttacks|1	BONUS:VAR|SongOfFuryPenalty|2|TYPE=NoStack							ABILITY:Special Ability|AUTOMATIC|Song of Fury	AUTO:EQUIP|Song of Fury (Short Sword)|Song of Fury (Longsword)							SORTKEY:Class_Bladesinger	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.CavalierClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Cavaliers are proficient with all simple and martial weapons, all type of armor and shields.	KEY:Cavalier ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Cavalier	SOURCEPAGE:CW	
Special Mount	CATEGORY:Special Ability	TYPE:ClassFeatures.CavalierClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A cavalier's class levels stack with any paladin levels the character may have for determining the characteristics of a paladin's mount.	KEY:Cavalier ~ Special Mount									BONUS:VAR|SpecialMountLVL|CavalierLVL																	SORTKEY:Class_Cavalier	SOURCEPAGE:CW	
Mounted Weapon Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.CavalierClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A cavalier gains a competence bonus on his attack roll when using the indicated weapon while mounted. Fot the lance, this bonus starts out at +1 at 1st level and increase by +1 every four levels thereafter. For the sword, this bonus starts out at +1 at 2nd level and increases by +1 evey 4 level thereafter.	KEY:Cavalier ~ Mounted Weapon Bonus	DESC:Lance +%1|MountedLanceBonus	DESC:Sword +%1|MountedSwordBonus							BONUS:VAR|MountedLanceBonus|(CavalierLVL+1)/2	BONUS:VAR|MountedSwordBonus|(CavalierLVL/2)																SORTKEY:Class_Cavalier	SOURCEPAGE:CW	
Ride Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.CavalierClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A cavalier gains a competence bonis on Ride checks. This bonus starts out at +2 and improved to +4 at 4th level, +6 at 7th level, and +8 at 9th level.	KEY:Cavalier ~ Ride Bonus									BONUS:SKILL|Ride|(CavalierLVL+2)/3|TYPE=Competence																	SORTKEY:Class_Cavalier	SOURCEPAGE:CW	
Courtly Knowledge	CATEGORY:Special Ability	TYPE:ClassFeatures.CavalierClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A cavalier adds his class level to his Knowledge (Nobility and Royalty) checks as a competence bonus.	KEY:Cavalier ~ Courtly Knowledge									BONUS:SKILL|Knowledge (Nobility and Royalty)|CavalierLVL|TYPE=Competence																	SORTKEY:Class_Cavalier	SOURCEPAGE:CW	
Deadly Charge	CATEGORY:Special Ability	TYPE:ClassFeatures.CavalierClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When mounted and using the charge action, a cavalier of 2nd level or higher may declare a "deadly charge" before making his attack rolls (this, a failed attack ruines the attempt). If he hits, he deals triple damage with a melee weapon (or quadruple damage with a lance). This ability doesn't stack with the benefit of the Spirited Charge feat.	KEY:Cavalier ~ Deadly Charge	DESC:%1/day|DeadlyChargeTimes			DEFINE:DeadlyChargeTimes|0					BONUS:VAR|DeadlyChargeTimes|CavalierLVL/2																	SORTKEY:Class_Cavalier	SOURCEPAGE:CW	
Burst of Speed	CATEGORY:Special Ability	TYPE:ClassFeatures.CavalierClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 3rd level and higher, a cavalier can urge his mount to greater than normal speed when charging. This ability doubles the maximum distance the mount can travel when making a charge, up to four times its speed. This ability can be used %1/day without penalty to the mount. Each additional use of the ability in a single day requires the mount to make a DC 20 Will save immediately after the conclusion of the charge; failure results in the mount taking 2d6 points of damage.|BurstOfSpeedTimes	KEY:Cavalier ~ Burst of Speed				DEFINE:BurstOfSpeedTimes|0					BONUS:VAR|BurstOfSpeedTimes|1																	SORTKEY:Class_Cavalier	SOURCEPAGE:CW	
Full Mounted Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.CavalierClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 6th level and higher, a mounted cavalier can make a full attack when his mount moves mote than 5 feet but no farther than a single move action would carry it. The cavalier cannot combine this full attack with a charge.	KEY:Cavalier ~ Full Mounted Attack																										SORTKEY:Class_Cavalier	SOURCEPAGE:CW	
Unstoppable Charge	CATEGORY:Special Ability	TYPE:ClassFeatures.CavalierClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When making a deadly charge, a 10th level cavalier deals quadruple damage with a melee weapon (or quintuple damage with a lance).	KEY:Cavalier ~ Unstoppable Charge																										SORTKEY:Class_Cavalier	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.DarkHunterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Dark hunters gain no proficiency with any weapon or armor.	KEY:Dark Hunter ~ Weapon and Armor Proficiency																										SORTKEY:Class_Dark_Hunter	SOURCEPAGE:CW	
Improved Stonecunning	CATEGORY:Special Ability	TYPE:ClassFeatures.DarkHunterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A dark hunter gains the stonecunning ability possessed by dwarves (see page 15 of the Player's Handbook), or, if the character already has the ability, she increases her bonus from +2 to +4 on checks to notice unusual stonework, such as sliding walls, stonework traps, new construction, unsafe stone surfaces, shaky stone ceilings, and the like. This bonus also applies on Search checks made to detect stonework traps.	KEY:Dark Hunter ~ Improved Stonecunning									BONUS:VAR|StonecunningSearchBonus|2									ABILITY:Special Ability|AUTOMATIC|Stonecunning								SORTKEY:Class_Dark_Hunter	SOURCEPAGE:CW	
Enhanced Darkvision	CATEGORY:Special Ability	TYPE:ClassFeatures.DarkHunterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Dark hunters spend most of their lives in the darkest caverns they can fi nd. As a dark hunter's skills improve, her almost mystical understanding of the deep caverns sharpens her inborn visual acuity. If a dark hunter does not already have darkvision when she attains 2nd level, she gains it at a range of 30 feet. If she already had darkvision, she adds 30 feet to the range. Once a dark hunter attains 4th level, her darkvision range increases by an extra 30 feet. This bonus stacks with other natural or extraordinary abilities that improve darkvision, but it does nothing to improve magically granted darkvision. Any condition that causes the character to lose her normal darkvision also causes the enhanced darkvision to fail.	KEY:Dark Hunter ~ Enhanced Darkvision									BONUS:VAR|DarkvisionRange|30	BONUS:VAR|DarkvisionRange|30|PREVARGTEQ:DarkHunterLVL,4																SORTKEY:Class_Dark_Hunter	SOURCEPAGE:CW	
